complaint_id,atm_id,prediction_timestamp,label,victim_lat,victim_lon,atm_lat,atm_lon,haversine_distance_km,same_city,same_district,same_pincode,nearby_atm_count,geographic_similarity,location_type,in_geo_candidates,in_hotspot_candidates,in_network_candidates,in_behavioural_candidates,historical_complaints_as_of_T,historical_cashout_count_as_of_T,historical_cashout_rate_as_of_T,historical_avg_loss_as_of_T,historical_hotspot_score_as_of_T,hour,minute_bucket,day_of_week,is_weekend,holiday_flag,time_since_complaint_h,time_since_last_transaction_h,recent_activity_count,velocity_15m,velocity_30m,velocity_1h,velocity_3h,velocity_6h,velocity_24h,account_degree_as_of_T,cluster_size,fraud_cluster_membership,linked_complaint_count_as_of_T,account_type,is_synthetic_mule
CASE_000571,ATM_000167,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,23.10143671627846,72.54542993473302,1242.901,0,0,0,4,0.0008,Bank Branch ATM,0,1,0,0,1,1,0.9111,3474.38,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000341,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,19.21819144879545,72.97825144248796,851.077,0,0,0,12,0.00117,Railway Station ATM,0,1,0,0,1,1,0.9111,5145.98,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000161,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,19.06714542643581,72.87550863111355,844.378,0,0,0,21,0.00118,Residential Complex ATM,0,1,0,0,1,1,0.9111,92812.82,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000086,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,19.043575603739146,72.91107028466806,840.005,0,0,0,15,0.00119,Bank Branch ATM,0,1,0,0,1,1,0.9111,9129.9,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000063,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.992629096535614,77.49189143434175,23.482,1,1,0,1,0.04085,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000141,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.96184454963462,77.70387594017772,9.928,1,1,0,0,0.0915,Hospital ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000154,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.023491950281374,77.67998971856682,3.766,1,1,0,4,0.20981,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000295,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,22.93821234751503,72.51648916351694,1228.092,0,0,0,2,0.00081,Standalone Kiosk,0,1,0,0,2,2,0.92,14056.44,1.0107,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000102,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.077019595578525,80.36890787939947,289.081,0,0,0,2,0.00345,Residential Complex ATM,0,1,1,0,1,1,0.9111,41580.48,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000164,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,19.124536092974644,72.92948649943835,845.911,0,0,0,11,0.00118,Airport ATM,0,1,1,0,2,2,0.92,48795.6,1.0107,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000284,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,18.547515296326686,73.81365300828696,739.113,0,0,0,7,0.00135,Bus Terminal ATM,0,1,1,0,1,1,0.9111,9231.98,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000333,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.092670157524704,80.27767499995733,279.214,0,0,0,12,0.00357,Petrol Station ATM,0,1,0,0,1,1,0.9111,3790.09,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000151,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,22.9727121741609,72.56078065791901,1229.43,0,0,0,4,0.00081,Bank Branch ATM,0,1,0,0,1,1,0.9111,11853.19,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000313,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,18.456075024739004,73.79326097893265,732.028,0,0,0,0,0.00136,Residential Complex ATM,0,1,0,0,1,1,0.9111,8420.95,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000054,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.098663542145438,80.2606685689505,277.381,0,0,0,10,0.00359,Residential Complex ATM,0,1,0,0,1,1,0.9111,11160.17,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000303,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.976542292214004,77.57811812544057,15.606,1,1,0,17,0.06022,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000222,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.971473139407328,77.54027330063093,19.454,1,1,0,9,0.04889,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000244,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.958407667174459,77.57238012769452,17.259,1,1,0,15,0.05477,Railway Station ATM,1,1,0,0,2,2,0.82,40210.57,0.9009,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000172,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.061272055904244,77.61218651410661,9.599,1,1,0,2,0.09434,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000142,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.005844262065027,77.54391096445266,17.66,1,1,0,7,0.05359,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000261,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,19.246720480337473,72.9689280934121,854.2,0,0,0,12,0.00117,Bank Branch ATM,0,1,0,0,1,1,0.9111,9335.6,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000324,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.017916186976068,77.68987980350212,3.851,1,1,0,4,0.20615,Market ATM,1,1,0,0,1,1,0.9111,37629.82,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000328,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.968834038411906,77.58790710832811,15.217,1,1,0,15,0.06166,University ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000090,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.94715427123051,77.53706480691804,21.115,1,1,0,5,0.04522,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000359,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.966764028192289,77.59669894328123,14.614,1,1,0,17,0.06405,Airport ATM,1,0,1,0,1,1,0.8,5925.35,0.5545,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000183,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.971002325574643,77.58296980418518,15.509,1,1,0,16,0.06057,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000147,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,21.13530887191366,79.0441079144747,910.181,0,0,0,5,0.0011,Railway Station ATM,0,1,0,0,1,1,0.9111,13315.43,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000304,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.021831666544454,77.51243518116864,20.597,1,1,0,4,0.0463,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000075,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,19.07023940137228,72.84648047877309,846.542,0,0,0,15,0.00118,Market ATM,0,1,0,0,1,1,0.9111,2341.16,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000289,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.890909400270655,77.60473950651868,20.593,1,1,0,2,0.04631,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000096,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,17.42854028389265,78.44441128823419,493.255,0,0,0,8,0.00202,Standalone Kiosk,0,1,0,0,1,1,0.9111,20837.07,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000228,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.965478498822426,77.60160591219447,14.305,1,1,0,17,0.06534,Bank Branch ATM,1,1,0,1,1,1,0.9111,28643.54,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000311,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.032621712566838,77.68546359171873,2.598,1,1,0,4,0.27797,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000245,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,17.451714339485374,78.4954272070574,496.707,0,0,0,4,0.00201,Bank Branch ATM,0,1,0,0,1,1,0.9111,80166.95,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000006,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,22.778458741462313,75.93860984345183,1097.528,0,0,0,1,0.00091,Bus Terminal ATM,0,0,1,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000067,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.018204834127848,77.54074468340339,17.654,1,1,0,4,0.05361,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000206,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,18.454279847591135,73.91225868385318,724.672,0,0,0,1,0.00138,Railway Station ATM,0,1,0,0,1,1,0.9111,14664.81,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000242,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,22.52969807378482,88.2824569449239,1536.923,0,0,0,1,0.00065,Bank Branch ATM,0,1,1,0,1,1,0.9111,1991.06,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000280,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,23.002582842473544,72.60846343532445,1230.182,0,0,0,5,0.00081,Market ATM,0,1,0,0,1,1,0.9111,15674.03,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000027,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.95033523534078,77.57962653879115,17.206,1,1,0,18,0.05493,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000017,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.982896443923638,77.58376615140253,14.715,1,1,0,17,0.06363,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000297,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,22.735203387378554,75.94304101477319,1092.713,0,0,0,1,0.00091,Bank Branch ATM,0,1,1,0,1,1,0.9111,54268.87,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000203,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.038883467536111,77.66723371480546,3.818,1,1,0,4,0.20757,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000322,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.00731780206445,77.62564469028096,9.427,1,1,0,6,0.09591,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000035,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.970941707796804,77.59019717267921,14.878,1,1,0,16,0.06298,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000237,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.931570789651314,77.6572523843517,14.077,1,1,0,1,0.06632,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000146,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,18.521843319164628,73.90778304556412,731.138,0,0,0,3,0.00137,Mall ATM,0,1,0,0,1,1,0.9111,4905.42,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000353,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.993179480108086,77.60987326046228,11.711,1,1,0,16,0.07867,University ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000389,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,19.132232363015927,72.94710985739454,845.457,0,0,0,8,0.00118,University ATM,0,1,0,0,1,1,0.9111,6832.4,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000210,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,12.925436933061711,77.60641484170263,17.273,1,1,0,6,0.05473,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000058,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,17.42078761520513,78.45075277349024,492.515,0,0,0,10,0.00203,Mall ATM,0,1,0,0,1,1,0.9111,13225.82,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000291,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,23.024387860325554,72.60476029315736,1232.517,0,0,0,9,0.00081,Petrol Station ATM,0,1,0,0,2,2,0.92,8934.64,1.0107,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000282,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,19.051630192585513,73.01765242288891,833.834,0,0,0,5,0.0012,Hospital ATM,0,1,0,0,1,1,0.9111,770.42,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000169,2024-02-17 16:58:46.748426697,1,13.051060962077226,77.70018489904453,21.108460788270737,79.07395210235893,907.738,0,0,0,4,0.0011,Market ATM,0,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000038,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.025848086085105,77.58877860017694,12.39,1,1,0,7,0.07468,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000305,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,26.932165373579654,75.8135284411878,1555.962,0,0,0,5,0.00064,Market ATM,0,1,0,0,1,1,0.9111,41582.77,0.6315,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000571,ATM_000384,2024-02-17 16:58:46.748426697,0,13.051060962077226,77.70018489904453,13.000743516487171,77.65449161142344,7.47,1,1,0,7,0.11806,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,16,3,5,1,0,0.0,1.408,4,0,0,0,2,4,4,37,3,1,14,mule,1
CASE_000572,ATM_000325,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,23.012626498140403,72.57699454528036,1361.817,0,0,0,11,0.00073,Market ATM,0,1,0,0,1,1,0.9111,51203.26,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000269,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,19.107698538950824,72.88263004250993,1027.795,0,0,0,16,0.00097,Bank Branch ATM,0,1,0,0,2,2,0.92,14367.98,1.0107,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000355,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,28.541697633686937,77.19124389403521,1737.761,0,0,0,4,0.00058,Mall ATM,0,0,1,0,1,1,0.9111,70234.53,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000101,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,26.768619192173965,80.96379808067807,1512.918,0,0,0,2,0.00066,Standalone Kiosk,0,0,1,0,1,1,0.9111,98742.92,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000178,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,22.6681438064313,75.89798883939375,1151.829,0,0,0,0,0.00087,Hospital ATM,0,1,0,0,4,4,0.9333,43077.9,1.5021,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000200,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,19.984562308418386,73.8598281251077,1019.104,0,0,0,3,0.00098,Railway Station ATM,0,1,0,0,1,1,0.9111,40052.66,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000238,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,22.507977612888034,88.40945837621726,1347.747,0,0,0,2,0.00074,Residential Complex ATM,0,1,0,0,1,1,0.9111,13348.16,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000114,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,17.415193888388494,78.48362266665102,508.535,0,0,0,13,0.00196,Petrol Station ATM,0,0,1,0,1,1,0.9111,23450.86,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000108,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,18.589901303342067,73.91787562266242,907.196,0,0,0,3,0.0011,Market ATM,0,1,0,0,5,5,0.9385,71819.74,1.6815,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000159,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.01941088226226,80.2745388108205,17.667,1,1,0,6,0.05357,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000243,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,18.51743894014746,73.85207264990669,907.277,0,0,0,10,0.0011,Market ATM,0,1,0,0,2,2,0.92,6810.32,1.0107,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000061,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.079480635064519,80.20725452795836,12.846,1,1,0,3,0.07222,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000148,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,12.97674521141251,77.58745947170766,291.287,0,0,0,15,0.00342,Petrol Station ATM,0,1,0,0,1,1,0.9111,40627.85,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000208,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.077506996162347,80.28218740458425,11.289,1,1,0,14,0.08137,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000275,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.12181367829086,80.21824345122793,8.328,1,1,0,4,0.1072,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000386,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,22.7369288913546,75.81971944977604,1162.117,0,0,0,0,0.00086,Hospital ATM,0,1,0,0,3,3,0.8364,24986.97,1.1594,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000062,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,12.969744704543817,77.57861234021964,292.308,0,0,0,16,0.00341,Market ATM,0,1,1,0,2,2,0.92,18482.44,1.0107,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000374,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,19.998843712913928,73.69208766809405,1032.298,0,0,0,3,0.00097,University ATM,0,0,1,0,1,1,0.9111,2940.84,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000233,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,21.166209460248332,72.83085952660973,1188.268,0,0,0,4,0.00084,Standalone Kiosk,0,1,1,0,1,1,0.9111,1574.4,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000055,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.085036148706607,80.28059344946895,10.437,1,1,0,13,0.08743,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000081,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.045515312876448,80.29521731399635,15.028,1,1,0,14,0.06239,Mall ATM,1,0,0,0,1,1,0.8,10426.2,0.5545,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000167,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,23.10143671627846,72.54542993473302,1371.597,0,0,0,4,0.00073,Bank Branch ATM,0,0,1,0,1,1,0.9111,3474.38,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000341,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,19.21819144879545,72.97825144248796,1027.793,0,0,0,12,0.00097,Railway Station ATM,0,1,0,0,1,1,0.9111,5145.98,0.6315,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000078,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.054902311175745,80.33221535457712,15.331,1,1,0,6,0.06123,Residential Complex ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000087,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.04237547348726,80.30318609124991,15.554,1,1,0,8,0.06041,Residential Complex ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000295,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,22.93821234751503,72.51648916351694,1359.131,0,0,0,2,0.00074,Standalone Kiosk,0,1,1,0,3,3,0.9273,9692.33,1.2855,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
CASE_000572,ATM_000102,2024-03-25 11:18:34.573451642,0,13.17820213548388,80.26886788425759,13.077019595578525,80.36890787939947,15.619,1,1,0,2,0.06017,Residential Complex ATM,1,1,0,0,2,2,0.92,28032.77,1.0107,11,1,0,0,0,0.0,1.003,5,0,0,0,5,5,5,16,5,1,19,mule,1
