complaint_id,reported_loss_amount,amount_deviation_z,transaction_count_deviation,velocity_1h,velocity_24h,unusual_time_of_day,new_beneficiary_anomaly,sudden_degree_change,is_otp_shared,clicked_malicious_link,urgency_score
CASE_027548,17002.06,0.0567,4,0,7,0,1,1,1,0,0.597
CASE_027549,15881.62,0.0359,0,2,3,0,0,0,0,0,0.415
CASE_027550,2853.72,-0.2057,2,5,5,0,0,0,1,0,0.204
CASE_027551,9822.63,-0.0765,3,4,6,0,0,0,0,0,0.509
CASE_027552,30654.03,0.3099,2,0,5,1,0,0,1,0,0.607
CASE_027553,10779.23,-0.0587,7,0,10,0,0,0,0,0,0.235
CASE_027554,149380.97,2.5119,-1,0,2,1,0,0,0,0,0.468
CASE_027555,2771.84,-0.2072,-2,1,1,0,1,0,1,0,0.597
CASE_027556,3447.31,-0.1947,1,0,4,0,0,1,0,0,0.357
CASE_027557,4363.92,-0.1777,3,0,6,0,0,0,1,0,0.89
CASE_027558,6991.7,-0.129,-1,2,2,1,1,0,1,0,0.875
CASE_027559,22167.32,0.1525,0,3,3,0,0,0,1,0,0.874
CASE_027560,8167.05,-0.1072,9,10,12,1,0,0,1,0,0.836
CASE_027561,840.96,-0.2431,5,2,8,0,0,0,0,0,0.169
CASE_027565,52217.2,0.7098,7,7,10,1,0,0,0,1,0.56
CASE_027567,26462.46,0.2321,2,0,5,0,0,0,1,0,0.648
CASE_027568,4203.2,-0.1807,6,0,9,0,0,0,0,0,0.215
CASE_027569,1462.09,-0.2315,-3,0,0,0,1,0,1,1,0.568
CASE_027570,3575.37,-0.1923,-1,2,2,1,0,0,1,1,0.544
CASE_027572,81975.89,1.2617,12,0,15,1,0,0,0,0,0.808
CASE_027573,10708.46,-0.06,0,0,3,0,0,0,0,0,0.765
CASE_027576,3059.32,-0.2019,-1,0,2,0,0,0,0,1,0.863
CASE_027577,37482.9,0.4365,8,0,11,1,0,1,0,0,0.851
CASE_027578,17042.84,0.0574,2,0,5,0,0,0,1,0,0.406
CASE_027580,27650.67,0.2542,1,4,4,0,0,0,1,1,0.572
CASE_027581,52903.51,0.7225,11,10,14,0,0,0,1,0,0.552
CASE_027582,20782.73,0.1268,3,0,6,1,0,1,1,1,0.299
CASE_027583,16254.12,0.0428,-3,0,0,1,0,1,1,0,0.527
CASE_027584,29884.99,0.2956,4,0,7,0,1,0,1,1,0.716
CASE_027586,2614.68,-0.2102,-3,0,0,1,0,1,0,1,0.722
CASE_027587,4256.93,-0.1797,9,0,12,0,0,0,1,0,0.617
CASE_027588,6435.33,-0.1393,6,1,9,0,1,0,0,0,0.638
CASE_027589,8300.14,-0.1047,-1,0,2,1,0,0,1,0,0.168
CASE_027590,30436.41,0.3058,3,0,6,0,0,0,1,0,0.896
CASE_027594,43639.1,0.5507,3,0,6,1,0,0,0,1,0.41
CASE_027595,195906.93,3.3748,1,0,4,0,0,0,0,0,0.55
CASE_027596,6364.5,-0.1406,-1,2,2,0,0,0,0,0,0.571
CASE_027597,9763.53,-0.0776,0,3,3,1,0,0,1,0,0.529
CASE_027598,6561.47,-0.137,1,4,4,0,0,0,1,0,0.613
CASE_027599,6120.05,-0.1451,3,3,6,0,0,1,1,1,0.53
CASE_027603,6251.77,-0.1427,8,5,11,1,0,1,0,0,0.199
CASE_027604,504.29,-0.2493,6,0,9,0,0,0,0,0,0.429
CASE_027606,42477.23,0.5292,2,0,5,0,1,0,1,0,0.716
CASE_027607,22565.21,0.1599,0,3,3,0,0,1,1,1,0.185
CASE_027609,65254.63,0.9516,1,4,4,0,0,1,0,0,0.663
CASE_027611,2144.14,-0.2189,2,0,5,0,0,0,1,1,0.379
CASE_027612,1510.05,-0.2306,5,0,8,0,0,0,1,1,0.692
CASE_027613,11240.66,-0.0502,2,0,5,0,0,0,1,0,0.543
CASE_027614,92068.15,1.4489,0,3,3,0,0,1,1,1,0.755
CASE_027616,32456.43,0.3433,-3,0,0,0,0,0,1,0,0.97
CASE_027617,45075.57,0.5773,3,0,6,0,0,0,0,1,0.737
CASE_027618,36118.97,0.4112,1,4,4,0,0,0,0,0,0.94
CASE_027619,2927.58,-0.2044,3,4,6,0,0,0,0,0,0.583
CASE_027621,23868.39,0.184,4,0,7,0,0,0,0,0,0.708
CASE_027622,49021.59,0.6505,4,0,7,0,0,0,1,0,0.654
CASE_027623,37434.49,0.4356,4,0,7,0,0,0,0,0,0.762
CASE_027624,61620.83,0.8842,14,12,17,0,0,1,0,0,0.114
CASE_027625,47968.8,0.631,13,12,16,0,0,0,1,0,0.238
CASE_027627,57781.45,0.813,-3,0,0,0,1,1,0,0,0.218
CASE_027628,4003.03,-0.1844,-2,0,1,1,0,0,0,0,0.918
CASE_027632,28301.97,0.2663,-1,0,2,0,0,0,0,0,0.767
CASE_027633,108895.24,1.761,5,0,8,0,0,0,1,1,0.741
CASE_027635,107163.24,1.7289,3,2,6,0,0,0,1,0,0.398
CASE_027637,6069.35,-0.1461,2,0,5,0,0,0,1,0,0.519
CASE_027640,5091.8,-0.1642,4,0,7,1,0,1,0,1,0.813
CASE_027642,1758.23,-0.226,-2,1,1,1,0,1,0,1,0.685
CASE_027643,5007.8,-0.1658,8,0,11,0,0,0,1,0,0.712
CASE_027644,7126.45,-0.1265,8,0,11,0,0,1,0,0,0.116
CASE_027645,47957.44,0.6308,-3,0,0,0,0,0,1,0,0.491
CASE_027646,16733.34,0.0517,1,4,4,0,0,0,0,0,0.507
CASE_027647,2473.93,-0.2128,2,0,5,0,0,0,1,1,0.388
CASE_027648,35054.04,0.3915,3,0,6,0,0,0,1,0,0.686
CASE_027649,8581.48,-0.0995,3,2,6,0,0,0,0,0,0.461
CASE_027650,37119.7,0.4298,2,5,5,0,0,0,1,0,0.301
CASE_027651,6418.16,-0.1396,3,2,6,0,0,0,0,0,0.744
CASE_027652,135274.98,2.2502,-1,1,2,1,0,0,0,0,0.767
CASE_027655,13586.26,-0.0067,0,1,3,0,0,0,0,0,0.2
CASE_027656,137465.71,2.2909,2,4,5,0,0,1,0,0,0.58
CASE_027657,1678.22,-0.2275,5,5,8,0,0,1,0,0,0.33
CASE_027658,7043.62,-0.128,1,0,4,0,0,0,0,0,0.533
CASE_027659,8879.65,-0.094,5,8,8,0,0,0,1,1,0.63
CASE_027661,5089.02,-0.1643,5,3,8,1,1,1,0,0,0.538
CASE_027662,126950.94,2.0959,1,0,4,0,0,0,0,1,0.453
CASE_027663,1060.95,-0.239,9,3,12,0,0,0,0,0,0.464
CASE_027664,13470.24,-0.0088,6,0,9,0,0,0,0,0,0.426
CASE_027665,63014.71,0.9101,1,1,4,0,0,0,0,1,0.527
CASE_027666,43364.72,0.5456,4,6,7,1,0,0,1,0,0.506
CASE_027667,7444.36,-0.1206,4,5,7,1,1,0,0,1,0.57
CASE_027669,9166.49,-0.0886,4,7,7,0,0,0,0,0,0.602
CASE_027670,8972.25,-0.0922,1,2,4,1,0,0,0,0,0.416
CASE_027672,2840.86,-0.206,2,0,5,0,1,0,0,1,0.749
CASE_027673,6701.3,-0.1344,6,9,9,0,0,0,0,0,0.85
CASE_027675,34062.73,0.3731,4,7,7,0,0,0,0,0,0.801
CASE_027676,12371.07,-0.0292,6,0,9,0,1,0,1,0,0.494
CASE_027677,5740.93,-0.1522,3,0,6,0,0,0,1,0,0.352
CASE_027678,1261.73,-0.2353,-2,1,1,0,0,0,1,0,0.305
CASE_027679,13283.78,-0.0123,8,3,11,0,0,0,1,0,0.884
CASE_027680,8010.16,-0.1101,2,5,5,1,0,0,1,0,0.74
CASE_027683,75807.19,1.1473,0,3,3,1,0,0,0,0,0.72
CASE_027684,80649.35,1.2371,2,0,5,1,0,0,1,0,0.822
CASE_027686,24800.33,0.2013,4,1,7,0,0,0,0,0,0.971
CASE_027687,2937.16,-0.2042,7,6,10,0,0,0,0,0,0.585
CASE_027688,13318.19,-0.0116,6,0,9,0,0,1,0,0,0.598
CASE_027690,547.72,-0.2485,-3,0,0,0,1,1,0,0,0.322
CASE_027691,46185.53,0.5979,2,0,5,1,0,0,0,1,0.916
CASE_027692,12244.86,-0.0316,7,0,10,0,0,0,0,0,0.145
CASE_027693,5102.31,-0.164,-3,0,0,0,0,0,0,1,0.784
CASE_027695,20613.67,0.1237,7,0,10,0,0,0,1,0,0.485
CASE_027698,5667.28,-0.1535,0,0,3,0,1,0,1,0,0.336
CASE_027699,16134.22,0.0406,2,0,5,0,0,0,0,0,0.656
CASE_027700,5469.82,-0.1572,0,0,3,0,0,1,0,0,0.462
CASE_027703,6356.09,-0.1408,6,0,9,1,0,0,1,1,0.453
CASE_027705,86358.25,1.343,1,0,4,0,0,0,0,0,0.836
CASE_027706,21928.92,0.1481,2,0,5,0,0,0,0,0,0.763
CASE_027707,20076.52,0.1137,2,0,5,0,1,0,1,0,0.499
CASE_027708,36926.8,0.4262,2,4,5,1,0,0,1,0,0.265
CASE_027709,15854.59,0.0354,7,0,10,1,0,0,1,0,0.792
CASE_027710,9911.16,-0.0748,7,0,10,0,0,0,0,0,0.544
CASE_027711,1561.97,-0.2297,0,0,3,0,0,0,0,0,0.468
CASE_027712,4476.52,-0.1756,7,2,10,0,0,0,1,0,0.218
CASE_027713,21242.96,0.1353,11,9,14,0,0,0,0,0,0.391
CASE_027714,2089.83,-0.2199,11,7,14,0,0,0,0,1,0.564
CASE_027715,149845.66,2.5205,10,0,13,0,0,0,1,0,0.552
CASE_027717,4405.91,-0.1769,0,0,3,0,0,0,1,0,0.62
CASE_027719,8504.68,-0.1009,0,0,3,0,0,0,0,1,0.701
CASE_027720,1625.72,-0.2285,1,0,4,0,0,0,0,0,0.304
CASE_027721,38376.98,0.4531,7,0,10,0,1,0,1,1,0.643
CASE_027722,78667.49,1.2004,9,0,12,1,0,0,0,0,0.761
CASE_027723,5296.6,-0.1604,1,0,4,0,1,0,0,0,0.739
CASE_027724,5655.92,-0.1538,1,4,4,0,0,0,1,1,0.769
CASE_027726,44931.7,0.5747,0,0,3,0,0,0,0,0,0.684
CASE_027729,6142.62,-0.1447,-1,2,2,1,0,0,1,1,0.607
CASE_027730,33729.04,0.3669,4,5,7,0,0,0,0,1,0.688
CASE_027731,22097.09,0.1512,-3,0,0,0,0,0,1,0,0.68
CASE_027732,3650.96,-0.1909,-2,1,1,1,0,1,1,0,0.319
CASE_027733,9386.59,-0.0846,-1,2,2,1,0,0,0,0,0.528
CASE_027734,44805.02,0.5723,0,0,3,0,0,0,1,1,0.714
CASE_027735,7236.55,-0.1244,0,0,3,1,0,0,1,0,0.656
CASE_027736,2071.71,-0.2202,1,1,4,0,0,0,1,0,0.181
CASE_027739,151364.04,2.5486,6,0,9,0,0,0,0,0,0.702
CASE_027741,14478.36,0.0099,4,0,7,0,0,0,0,1,0.399
CASE_027742,20960.63,0.1301,-3,0,0,0,0,0,1,0,0.827
CASE_027743,812.85,-0.2436,8,0,11,0,0,0,0,0,0.844
CASE_027744,3818.84,-0.1878,-3,0,0,1,0,0,0,1,0.781
CASE_027746,10383.85,-0.0661,2,0,5,0,0,0,0,0,0.767
CASE_027747,187324.55,3.2156,0,3,3,0,0,0,1,0,0.225
CASE_027748,39157.11,0.4676,-1,2,2,0,1,1,0,0,0.429
CASE_027749,411492.05,7.3731,2,0,5,0,0,0,0,1,0.76
CASE_027750,43533.42,0.5487,9,0,12,0,0,1,0,1,0.211
CASE_027751,11901.42,-0.0379,4,0,7,0,0,0,1,0,0.224
CASE_027752,264517.7,4.6473,-2,1,1,0,0,0,0,0,0.524
CASE_027753,1177.37,-0.2368,2,0,5,0,0,0,1,0,0.447
CASE_027756,10548.35,-0.063,3,2,6,1,0,0,1,1,0.916
CASE_027758,69311.71,1.0268,-1,2,2,0,0,0,0,0,0.297
CASE_027759,7421.78,-0.121,6,5,9,0,0,0,0,1,0.513
CASE_027760,15550.67,0.0298,3,1,6,0,0,0,0,0,0.665
CASE_027763,20809.95,0.1273,1,4,4,1,0,0,1,0,0.541
CASE_027765,23252.2,0.1726,1,0,4,0,0,0,0,0,0.585
CASE_027766,22555.27,0.1597,4,7,7,0,0,1,0,0,0.314
CASE_027767,9897.32,-0.0751,8,5,11,0,0,0,0,0,0.336
CASE_027770,11160.28,-0.0517,8,9,11,0,0,0,0,1,0.267
CASE_027772,11655.72,-0.0425,2,5,5,0,0,0,0,0,0.514
CASE_027773,7925.72,-0.1117,2,5,5,0,0,0,1,1,0.406
CASE_027774,8303.32,-0.1047,8,0,11,0,0,0,1,1,0.836
CASE_027775,8844.41,-0.0946,5,0,8,0,0,0,1,1,0.462
CASE_027776,16633.13,0.0498,-3,0,0,0,0,0,0,0,0.782
CASE_027777,7000.7,-0.1288,1,4,4,1,0,0,0,0,0.569
CASE_027778,7836.28,-0.1133,0,0,3,1,0,1,1,0,0.369
CASE_027779,10192.44,-0.0696,4,0,7,0,0,1,0,0,0.372
CASE_027780,1157.41,-0.2372,7,0,10,0,0,0,0,1,0.617
CASE_027782,107657.85,1.738,0,3,3,0,0,0,0,1,0.325
CASE_027783,8800.71,-0.0954,5,5,8,0,0,0,1,1,0.449
CASE_027784,18338.38,0.0815,-1,0,2,0,0,0,1,0,0.734
CASE_027788,1485.39,-0.2311,-3,0,0,1,0,1,1,0,0.173
CASE_027789,9750.2,-0.0778,5,0,8,1,0,0,0,0,0.177
CASE_027792,10738.67,-0.0595,6,7,9,0,0,0,0,0,0.765
CASE_027795,3950.16,-0.1854,3,1,6,0,0,0,0,0,0.581
CASE_027796,8706.81,-0.0972,6,0,9,0,0,0,1,0,0.407
CASE_027797,5850.12,-0.1502,-2,1,1,0,0,0,1,0,0.913
CASE_027798,8079.44,-0.1088,6,7,9,0,0,0,0,0,0.631
CASE_027799,14846.02,0.0167,7,1,10,0,0,0,0,0,0.48
CASE_027803,20697.15,0.1252,7,0,10,1,1,0,1,0,0.765
CASE_027805,16826.6,0.0534,-2,1,1,1,0,0,0,0,0.321
CASE_027808,20194.07,0.1159,-1,2,2,0,0,0,0,0,0.468
CASE_027809,33932.04,0.3707,-3,0,0,0,0,0,1,1,0.716
CASE_027810,31606.24,0.3275,2,5,5,0,0,0,0,0,0.698
CASE_027811,17867.78,0.0727,4,2,7,0,1,0,0,0,0.626
CASE_027812,16559.15,0.0485,0,3,3,1,1,0,1,1,0.848
CASE_027813,7876.96,-0.1126,-3,0,0,0,0,0,1,0,0.694
CASE_027814,12847.0,-0.0204,8,0,11,0,0,1,0,0,0.412
CASE_027815,55410.41,0.769,1,4,4,0,0,0,0,0,0.442
CASE_027816,4605.89,-0.1732,7,0,10,0,1,0,1,1,0.796
CASE_027817,36893.03,0.4256,9,1,12,1,0,0,0,0,0.21
CASE_027818,18926.34,0.0924,0,2,3,1,0,0,0,0,0.451
CASE_027819,1206.2,-0.2363,0,1,3,0,1,0,0,0,0.292
CASE_027821,3254.02,-0.1983,4,2,7,0,0,1,0,0,0.848
CASE_027822,46529.24,0.6043,4,7,7,0,0,1,0,0,0.829
CASE_027823,14456.26,0.0095,11,0,14,0,1,1,0,1,0.428
CASE_027824,31828.49,0.3317,2,5,5,0,0,0,0,1,0.358
CASE_027825,62497.18,0.9005,10,0,13,1,0,0,0,0,0.858
CASE_027826,5008.89,-0.1658,-3,0,0,0,0,1,1,0,0.52
CASE_027827,5316.16,-0.1601,7,0,10,1,0,0,0,1,0.653
CASE_027828,26761.24,0.2377,1,0,4,0,0,0,0,0,0.762
CASE_027829,5489.19,-0.1568,7,0,10,0,0,1,0,0,0.373
CASE_027830,14108.62,0.003,-2,1,1,0,0,1,1,0,0.231
CASE_027831,23006.04,0.168,2,5,5,0,0,0,1,0,0.71
CASE_027832,5844.17,-0.1503,6,9,9,0,0,0,0,1,0.956
CASE_027834,56227.67,0.7842,-3,0,0,0,0,0,0,0,0.41
CASE_027835,7418.26,-0.1211,8,0,11,0,0,0,0,0,0.359
CASE_027837,31918.93,0.3333,1,0,4,0,0,0,0,0,0.484
CASE_027838,5995.94,-0.1474,2,0,5,0,1,0,1,0,0.845
CASE_027839,9961.94,-0.0739,3,0,6,0,0,0,1,0,0.541
CASE_027841,15262.05,0.0244,6,0,9,1,1,0,0,0,0.184
CASE_027842,10560.31,-0.0628,2,0,5,1,0,0,0,1,0.806
CASE_027843,28965.92,0.2786,-1,2,2,0,0,0,0,0,0.598
CASE_027844,11821.02,-0.0394,1,0,4,1,0,1,0,0,0.831
CASE_027845,63632.96,0.9215,0,0,3,0,0,0,0,0,0.448
CASE_027846,8987.03,-0.092,6,1,9,0,0,0,1,1,0.352
CASE_027847,14351.75,0.0075,-3,0,0,1,0,1,1,1,0.456
CASE_027848,8429.8,-0.1023,5,5,8,0,0,0,0,0,0.298
CASE_027849,20314.04,0.1181,-1,0,2,0,1,0,1,1,0.612
CASE_027851,8622.09,-0.0987,7,0,10,0,0,1,0,0,0.725
CASE_027852,40269.77,0.4882,5,5,8,0,0,0,0,0,0.564
CASE_027853,5347.59,-0.1595,4,0,7,0,0,0,1,1,0.76
CASE_027854,11397.5,-0.0473,5,0,8,1,0,1,1,1,0.936
CASE_027856,18478.21,0.0841,0,0,3,0,0,0,0,1,0.729
CASE_027857,142744.76,2.3888,9,0,12,1,0,0,1,0,0.453
CASE_027858,24229.41,0.1907,2,5,5,0,0,0,1,0,0.389
CASE_027859,5951.17,-0.1483,3,0,6,0,0,0,0,0,0.588
CASE_027860,8536.76,-0.1003,1,4,4,1,1,1,0,0,0.773
CASE_027861,60747.29,0.868,6,2,9,0,0,1,1,0,0.799
CASE_027862,12595.72,-0.025,2,0,5,0,0,0,1,1,0.248
CASE_027863,25167.78,0.2081,2,3,5,0,0,0,0,1,0.504
CASE_027864,25595.64,0.2161,3,0,6,0,0,0,0,0,0.504
CASE_027866,1359.25,-0.2334,1,4,4,1,0,0,0,0,0.173
CASE_027867,27898.57,0.2588,2,4,5,0,0,0,0,1,0.804
CASE_027868,28922.3,0.2778,4,5,7,0,0,0,1,1,0.421
CASE_027869,7846.32,-0.1131,-1,2,2,0,0,0,0,1,0.86
CASE_027870,10614.67,-0.0618,8,2,11,0,1,0,1,1,0.588
CASE_027871,13199.07,-0.0139,5,0,8,0,0,0,1,0,0.352
CASE_027873,95635.57,1.5151,-1,2,2,0,0,0,0,1,0.449
CASE_027876,34893.03,0.3885,6,0,9,0,0,0,0,0,0.424
CASE_027877,2892.85,-0.205,4,0,7,0,0,0,1,0,0.699
CASE_027878,5626.27,-0.1543,0,3,3,0,0,0,1,0,0.211
CASE_027879,2112.14,-0.2195,7,0,10,1,0,0,1,0,0.111
CASE_027880,15836.92,0.0351,1,4,4,0,0,0,1,0,0.497
CASE_027881,5449.65,-0.1576,7,0,10,0,0,0,1,1,0.485
CASE_027883,81849.71,1.2594,2,2,5,0,0,0,0,0,0.821
CASE_027884,19267.68,0.0987,-3,0,0,0,1,0,0,0,0.712
CASE_027886,13456.74,-0.0091,-1,2,2,1,0,0,1,0,0.489
CASE_027890,33229.68,0.3576,5,8,8,0,0,0,1,0,0.474
CASE_027891,9485.7,-0.0827,6,7,9,0,0,0,0,0,0.389
CASE_027892,8038.8,-0.1096,2,0,5,1,0,0,0,0,0.705
CASE_027893,1281.66,-0.2349,5,0,8,0,0,0,0,1,0.884
CASE_027894,1456.94,-0.2316,11,0,14,0,0,0,0,0,0.41
CASE_027895,10019.93,-0.0728,6,8,9,0,0,0,1,0,0.569
CASE_027896,68791.07,1.0172,0,0,3,0,0,0,0,0,0.611
CASE_027897,6145.46,-0.1447,4,0,7,1,0,0,1,0,0.705
CASE_027899,55399.24,0.7688,7,10,10,0,1,0,1,1,0.832
CASE_027900,70438.64,1.0477,10,0,13,0,0,0,1,0,0.14
CASE_027902,140442.0,2.3461,4,0,7,0,0,0,0,0,0.135
CASE_027903,7785.07,-0.1143,0,3,3,0,0,0,0,0,0.476
CASE_027904,12546.42,-0.026,6,5,9,0,1,0,0,1,0.484
CASE_027906,7507.1,-0.1194,-3,0,0,0,0,0,1,0,0.873
CASE_027907,7795.26,-0.1141,0,0,3,0,1,0,1,0,0.354
CASE_027908,3915.63,-0.186,2,5,5,0,0,0,0,0,0.557
CASE_027910,26638.66,0.2354,1,0,4,1,0,0,1,1,0.712
CASE_027911,8418.84,-0.1025,8,11,11,0,0,0,0,1,0.416
CASE_027913,1812.08,-0.225,0,3,3,0,0,0,1,0,0.681
CASE_027914,14791.44,0.0157,1,4,4,1,0,1,1,0,0.693
CASE_027915,4377.24,-0.1775,2,0,5,0,0,0,1,0,0.63
CASE_027916,4541.61,-0.1744,1,4,4,0,0,0,1,0,0.723
CASE_027918,21026.38,0.1313,0,0,3,0,0,0,0,0,0.499
CASE_027919,45794.55,0.5907,2,2,5,0,0,0,0,0,0.554
CASE_027921,18173.06,0.0784,3,6,6,0,0,1,1,1,0.495
CASE_027922,10033.93,-0.0726,-2,1,1,0,0,0,0,0,0.161
CASE_027923,13175.15,-0.0143,3,0,6,1,0,0,0,1,0.535
CASE_027924,8645.89,-0.0983,4,3,7,0,0,1,0,0,0.808
CASE_027926,10061.33,-0.072,8,0,11,0,0,0,1,1,0.666
CASE_027927,12103.45,-0.0342,1,0,4,1,0,0,0,0,0.478
CASE_027928,5836.51,-0.1504,2,0,5,0,0,0,0,0,0.75
CASE_027929,11955.1,-0.0369,2,1,5,1,0,0,1,0,0.777
CASE_027932,6692.28,-0.1345,8,5,11,0,0,0,1,0,0.203
CASE_027933,11714.42,-0.0414,7,3,10,0,0,0,1,0,0.287
CASE_027934,17652.24,0.0687,1,0,4,0,0,0,1,1,0.632
CASE_027935,12512.24,-0.0266,5,4,8,0,0,0,0,0,0.329
CASE_027937,15874.85,0.0358,5,8,8,1,0,0,1,0,0.231
CASE_027938,28004.0,0.2607,3,5,6,0,1,0,1,0,0.68
CASE_027939,263804.74,4.634,3,2,6,0,0,0,0,0,0.297
CASE_027940,116477.04,1.9016,4,5,7,0,0,0,1,0,0.238
CASE_027941,3863.76,-0.187,4,0,7,0,0,0,1,0,0.735
CASE_027942,15998.54,0.0381,5,0,8,0,0,0,0,0,0.773
CASE_027945,11137.55,-0.0521,11,12,14,0,0,1,1,0,0.35
CASE_027947,55042.37,0.7622,9,12,12,1,0,0,1,0,0.58
CASE_027948,10802.66,-0.0583,4,5,7,0,0,0,0,0,0.653
CASE_027949,35506.13,0.3999,-3,0,0,1,0,0,0,0,0.512
CASE_027950,79035.89,1.2072,5,6,8,0,0,0,0,0,0.636
CASE_027951,32804.24,0.3498,-3,0,0,0,0,1,0,1,0.512
CASE_027952,2650.84,-0.2095,2,5,5,1,0,1,0,0,0.596
CASE_027953,7526.22,-0.1191,2,0,5,0,0,0,0,0,0.416
CASE_027954,4080.97,-0.183,4,7,7,0,0,0,0,1,0.68
CASE_027956,8643.78,-0.0983,6,0,9,1,0,0,1,0,0.575
CASE_027958,9213.6,-0.0878,7,0,10,1,0,0,0,0,0.636
CASE_027959,90201.64,1.4143,11,1,14,0,0,0,1,0,0.079
CASE_027960,27622.74,0.2537,3,0,6,1,0,0,0,0,0.513
CASE_027963,878.77,-0.2424,7,0,10,0,0,0,0,0,0.609
CASE_027964,12463.18,-0.0275,4,0,7,0,0,0,1,1,0.668
CASE_027970,13216.07,-0.0135,2,1,5,0,0,0,1,0,0.841
CASE_027971,2672.88,-0.2091,1,4,4,0,0,1,1,0,0.299
CASE_027972,32101.93,0.3367,2,0,5,0,0,0,0,0,0.586
CASE_027974,20851.92,0.1281,-1,2,2,0,0,0,0,0,0.141
CASE_027975,45780.33,0.5904,4,7,7,0,0,0,1,1,0.56
CASE_027976,7197.97,-0.1252,5,0,8,1,1,0,0,0,0.391
CASE_027977,52660.88,0.718,3,0,6,0,1,0,0,0,0.915
CASE_027978,15570.71,0.0301,-3,0,0,0,0,1,1,1,0.71
CASE_027980,2389.49,-0.2143,7,0,10,0,0,0,1,1,0.543
CASE_027981,57309.76,0.8043,0,3,3,0,0,0,0,0,0.665
CASE_027982,2236.89,-0.2172,13,0,16,0,0,1,1,0,0.498
CASE_027983,24866.31,0.2025,3,0,6,1,0,0,1,0,0.683
CASE_027985,107643.32,1.7378,-1,2,2,0,0,0,0,0,0.284
CASE_027986,4510.32,-0.175,10,0,13,0,0,0,1,0,0.671
CASE_027987,5881.92,-0.1496,5,6,8,0,0,1,0,1,0.33
CASE_027988,9599.76,-0.0806,4,7,7,0,0,0,1,0,0.478
CASE_027990,39272.79,0.4697,4,0,7,0,0,1,1,0,0.805
CASE_027991,5893.26,-0.1494,6,0,9,0,1,1,0,0,0.654
CASE_027992,587.87,-0.2477,2,5,5,0,0,0,1,1,0.522
CASE_027993,1242.7,-0.2356,6,0,9,0,0,0,0,0,0.479
CASE_027994,1434.97,-0.232,8,0,11,0,0,1,1,0,0.664
CASE_027995,3031.03,-0.2024,6,9,9,0,0,0,0,0,0.684
CASE_027997,60513.18,0.8637,0,0,3,0,0,1,0,0,0.37
CASE_027998,7041.73,-0.1281,-3,0,0,0,0,0,0,1,0.652
CASE_028000,3635.85,-0.1912,11,5,14,0,0,1,0,0,0.165
CASE_028003,1516.63,-0.2305,2,0,5,0,0,0,0,1,0.637
CASE_028004,36703.95,0.4221,5,8,8,1,0,0,0,0,0.12
CASE_028008,33542.24,0.3634,9,0,12,0,0,0,1,0,0.139
CASE_028009,6096.15,-0.1456,-1,2,2,1,0,0,1,0,0.486
CASE_028010,841.87,-0.243,5,0,8,0,0,0,0,1,0.801
CASE_028011,36804.1,0.4239,11,0,14,0,0,0,0,0,0.407
CASE_028012,46395.95,0.6018,6,9,9,0,0,0,1,0,0.743
CASE_028013,1977.92,-0.222,-3,0,0,0,0,0,0,0,0.639
CASE_028014,12985.06,-0.0178,3,6,6,0,0,1,0,1,0.498
CASE_028015,8555.34,-0.1,0,0,3,0,0,0,0,1,0.699
CASE_028016,26288.43,0.2289,2,1,5,0,0,1,0,0,0.565
CASE_028019,39211.69,0.4686,2,1,5,0,1,0,0,0,0.262
CASE_028020,9173.5,-0.0885,-1,2,2,0,0,0,1,0,0.223
CASE_028021,2013.02,-0.2213,6,0,9,1,0,0,0,0,0.669
CASE_028022,57236.01,0.8029,2,5,5,0,1,0,1,0,0.898
CASE_028024,84660.56,1.3115,-1,0,2,0,0,1,0,0,0.626
CASE_028026,24376.43,0.1934,-3,0,0,0,0,0,0,0,0.412
CASE_028027,20263.87,0.1172,-3,0,0,0,0,0,1,0,0.265
CASE_028028,64955.99,0.9461,5,4,8,1,0,1,1,1,0.242
CASE_028030,14350.29,0.0075,5,8,8,0,0,0,0,0,0.765
CASE_028031,8922.45,-0.0932,9,0,12,0,0,0,1,0,0.643
CASE_028032,21785.91,0.1454,7,0,10,1,0,0,1,1,0.74
CASE_028033,18538.08,0.0852,5,8,8,0,0,0,0,0,0.764
CASE_028035,20663.03,0.1246,6,0,9,0,0,0,0,0,0.91
CASE_028037,44072.82,0.5588,-3,0,0,0,0,0,0,0,0.112
CASE_028038,14621.51,0.0125,-3,0,0,0,0,0,0,0,0.456
CASE_028040,23955.83,0.1856,3,6,6,0,0,0,0,1,0.255
CASE_028042,9515.99,-0.0822,0,3,3,0,0,1,1,0,0.281
CASE_028043,14178.7,0.0043,-3,0,0,0,1,0,0,1,0.475
CASE_028044,11033.45,-0.054,4,0,7,0,0,0,0,0,0.567
CASE_028046,4659.51,-0.1722,11,0,14,0,0,0,1,0,0.675
CASE_028047,28079.46,0.2621,9,0,12,1,1,0,0,0,0.835
CASE_028048,20088.07,0.1139,2,0,5,0,0,0,0,1,0.421
CASE_028049,27484.22,0.2511,0,0,3,0,0,0,1,0,0.377
CASE_028050,1210.52,-0.2362,-3,0,0,0,0,0,1,1,0.889
CASE_028051,20125.67,0.1146,1,0,4,0,0,0,0,0,0.558
CASE_028054,3469.9,-0.1943,7,1,10,0,0,0,1,0,0.589
