complaint_id,cluster_id,chain_accounts,cashout_account_id,pattern_used
CASE_000548,CLUSTER_0025,ACC_001014|ACC_000093|ACC_001625|ACC_000467|ACC_000093,ACC_000093,A
CASE_000549,CLUSTER_0013,ACC_000235|ACC_000011|ACC_001300,ACC_001300,D
CASE_000550,CLUSTER_0013,ACC_001236|ACC_000011|ACC_001300,ACC_001300,D
CASE_000551,CLUSTER_0010,ACC_001403|ACC_001350|ACC_000052,ACC_000052,A
CASE_000552,CLUSTER_0023,ACC_000954|ACC_000287|ACC_000267|ACC_000533,ACC_000533,A
CASE_000553,CLUSTER_0023,ACC_000347|ACC_000287|ACC_000267,ACC_000267,E
CASE_000554,CLUSTER_0010,ACC_000482|ACC_001350|ACC_000052,ACC_000052,A
CASE_000555,CLUSTER_0025,ACC_000159|ACC_000093|ACC_001625,ACC_001625,D
CASE_000556,CLUSTER_0015,ACC_000330|ACC_001267|ACC_001050,ACC_001050,A
CASE_000557,CLUSTER_0021,ACC_000021|ACC_000404|ACC_000659,ACC_000659,A
CASE_000558,CLUSTER_0025,ACC_000482|ACC_001625|ACC_000467,ACC_000467,D
CASE_000559,CLUSTER_0020,ACC_001536|ACC_000775|ACC_000023|ACC_000480,ACC_000480,B
CASE_000560,CLUSTER_0025,ACC_000071|ACC_000093|ACC_001625|ACC_000093|ACC_000467,ACC_000467,A
CASE_000561,CLUSTER_0023,ACC_000363|ACC_000287|ACC_001335|ACC_000533|ACC_000267,ACC_000267,A
CASE_000562,CLUSTER_0015,ACC_000212|ACC_001267|ACC_001050,ACC_001050,A
CASE_000563,CLUSTER_0017,ACC_000758|ACC_001296|ACC_001768|ACC_001296,ACC_001296,A
CASE_000564,CLUSTER_0021,ACC_000589|ACC_000404|ACC_000659,ACC_000659,E
CASE_000565,CLUSTER_0025,ACC_000269|ACC_001288|ACC_001625|ACC_001288|ACC_000093,ACC_000093,D
CASE_000566,CLUSTER_0027,ACC_000854|ACC_000652|ACC_001117,ACC_001117,A
CASE_000567,CLUSTER_0010,ACC_000661|ACC_001350|ACC_000052,ACC_000052,A
CASE_000568,CLUSTER_0021,ACC_000806|ACC_000659|ACC_000404,ACC_000404,A
CASE_000569,CLUSTER_0025,ACC_001474|ACC_001288|ACC_001625|ACC_000467|ACC_001625,ACC_001625,A
CASE_000570,CLUSTER_0012,ACC_001730|ACC_000767|ACC_001308,ACC_001308,A
CASE_000571,CLUSTER_0020,ACC_001264|ACC_000775|ACC_000023|ACC_000775,ACC_000775,E
CASE_000572,CLUSTER_0023,ACC_001398|ACC_001335|ACC_000366|ACC_000287,ACC_000287,D
CASE_000573,CLUSTER_0019,ACC_001627|ACC_000932|ACC_000753|ACC_001690,ACC_001690,A
CASE_000574,CLUSTER_0010,ACC_000163|ACC_001350|ACC_000052,ACC_000052,A
CASE_000575,CLUSTER_0010,ACC_000936|ACC_001350|ACC_000052,ACC_000052,B
CASE_000576,CLUSTER_0020,ACC_001051|ACC_000023|ACC_000775|ACC_000480,ACC_000480,B
CASE_000577,CLUSTER_0027,ACC_001538|ACC_000880|ACC_000652|ACC_000694,ACC_000694,E
CASE_000578,CLUSTER_0008,ACC_001245|ACC_001507|ACC_001647,ACC_001647,A
CASE_000579,CLUSTER_0020,ACC_001258|ACC_000480|ACC_000023|ACC_000480,ACC_000480,E
CASE_000580,CLUSTER_0008,ACC_001170|ACC_001507|ACC_001647,ACC_001647,A
CASE_000581,CLUSTER_0023,ACC_000955|ACC_000366|ACC_000287|ACC_000267|ACC_001335,ACC_001335,D
CASE_000582,CLUSTER_0024,ACC_001266|ACC_001178|ACC_000709|ACC_000378,ACC_000378,B
CASE_000583,CLUSTER_0023,ACC_000126|ACC_000533|ACC_000267|ACC_001335|ACC_000287,ACC_000287,D
CASE_000584,CLUSTER_0021,ACC_001261|ACC_000404|ACC_000659,ACC_000659,A
CASE_000585,CLUSTER_0025,ACC_000895|ACC_001288|ACC_000093|ACC_001288|ACC_000093,ACC_000093,E
CASE_000586,CLUSTER_0023,ACC_000902|ACC_000533|ACC_001335|ACC_000267|ACC_000366,ACC_000366,A
CASE_000587,CLUSTER_0021,ACC_000830|ACC_000659|ACC_000404,ACC_000404,B
CASE_000588,CLUSTER_0023,ACC_001757|ACC_000533|ACC_001335|ACC_000267,ACC_000267,B
CASE_000589,CLUSTER_0008,ACC_001599|ACC_001647|ACC_001507,ACC_001507,D
CASE_000590,CLUSTER_0013,ACC_001182|ACC_000011|ACC_001300,ACC_001300,D
CASE_000591,CLUSTER_0021,ACC_000811|ACC_000404|ACC_000659,ACC_000659,D
CASE_000592,CLUSTER_0023,ACC_001778|ACC_000267|ACC_001335|ACC_000267|ACC_000287,ACC_000287,A
CASE_000593,CLUSTER_0010,ACC_000124|ACC_000052|ACC_001350,ACC_001350,A
CASE_000594,CLUSTER_0013,ACC_000730|ACC_000011|ACC_001300,ACC_001300,D
CASE_000595,CLUSTER_0017,ACC_000133|ACC_000819|ACC_001768,ACC_001768,B
CASE_000596,CLUSTER_0025,ACC_000032|ACC_000467|ACC_001288|ACC_000467|ACC_001288,ACC_001288,D
CASE_000597,CLUSTER_0015,ACC_001144|ACC_001267|ACC_001050,ACC_001050,B
CASE_000598,CLUSTER_0010,ACC_001586|ACC_001350|ACC_000052,ACC_000052,A
CASE_000599,CLUSTER_0025,ACC_000656|ACC_001288|ACC_001625|ACC_000467,ACC_000467,D
CASE_000600,CLUSTER_0015,ACC_001232|ACC_001050|ACC_001267,ACC_001267,D
CASE_000601,CLUSTER_0025,ACC_000518|ACC_000467|ACC_001625|ACC_000467|ACC_001625,ACC_001625,A
CASE_000602,CLUSTER_0008,ACC_000541|ACC_001507|ACC_001647,ACC_001647,D
CASE_000603,CLUSTER_0025,ACC_001140|ACC_000467|ACC_001625,ACC_001625,A
CASE_000604,CLUSTER_0026,ACC_001332|ACC_001238|ACC_001365|ACC_001349,ACC_001349,A
CASE_000605,CLUSTER_0012,ACC_000791|ACC_001308|ACC_000139,ACC_000139,A
CASE_000606,CLUSTER_0005,ACC_000902|ACC_001046|ACC_000820|ACC_000782,ACC_000782,A
CASE_000607,CLUSTER_0015,ACC_001466|ACC_001050|ACC_001267,ACC_001267,B
CASE_000608,CLUSTER_0012,ACC_001258|ACC_000139|ACC_001308|ACC_000139,ACC_000139,A
CASE_000609,CLUSTER_0023,ACC_001789|ACC_000267|ACC_000533|ACC_000267|ACC_000533,ACC_000533,D
CASE_000610,CLUSTER_0005,ACC_001766|ACC_001788|ACC_000782|ACC_001592|ACC_001788,ACC_001788,D
CASE_000611,CLUSTER_0008,ACC_000643|ACC_001507|ACC_001647,ACC_001647,B
CASE_000612,CLUSTER_0021,ACC_000934|ACC_000404|ACC_000659,ACC_000659,A
CASE_000613,CLUSTER_0024,ACC_001274|ACC_000378|ACC_001558,ACC_001558,B
CASE_000614,CLUSTER_0005,ACC_000450|ACC_000309|ACC_001046|ACC_000309|ACC_000782,ACC_000782,A
CASE_000615,CLUSTER_0012,ACC_000515|ACC_001308|ACC_000139|ACC_001308,ACC_001308,A
CASE_000616,CLUSTER_0021,ACC_001589|ACC_000659|ACC_000404,ACC_000404,D
CASE_000617,CLUSTER_0012,ACC_000865|ACC_000139|ACC_001308|ACC_000139,ACC_000139,E
CASE_000618,CLUSTER_0021,ACC_000336|ACC_000659|ACC_000404,ACC_000404,B
CASE_000619,CLUSTER_0021,ACC_001658|ACC_000659|ACC_000404,ACC_000404,B
CASE_000620,CLUSTER_0020,ACC_001204|ACC_000480|ACC_000023|ACC_000775,ACC_000775,B
CASE_000621,CLUSTER_0023,ACC_000730|ACC_000533|ACC_001335|ACC_000267|ACC_000287,ACC_000287,A
CASE_000622,CLUSTER_0007,ACC_001162|ACC_001061|ACC_001327|ACC_001505,ACC_001505,A
CASE_000623,CLUSTER_0008,ACC_000160|ACC_001507|ACC_001647,ACC_001647,D
CASE_000624,CLUSTER_0010,ACC_000953|ACC_000052|ACC_001350,ACC_001350,D
CASE_000625,CLUSTER_0026,ACC_000576|ACC_001365|ACC_001293,ACC_001293,E
CASE_000626,CLUSTER_0012,ACC_000774|ACC_000139|ACC_000767|ACC_001308,ACC_001308,A
CASE_000627,CLUSTER_0015,ACC_001473|ACC_001267|ACC_001050,ACC_001050,B
CASE_000628,CLUSTER_0012,ACC_000252|ACC_000767|ACC_001308|ACC_000767,ACC_000767,A
CASE_000629,CLUSTER_0023,ACC_000300|ACC_000267|ACC_000533|ACC_000267,ACC_000267,E
CASE_000630,CLUSTER_0012,ACC_000450|ACC_001308|ACC_000767|ACC_001308,ACC_001308,B
CASE_000631,CLUSTER_0020,ACC_000345|ACC_000480|ACC_000775|ACC_000023,ACC_000023,B
CASE_000632,CLUSTER_0008,ACC_001583|ACC_001507|ACC_001647,ACC_001647,B
CASE_000633,CLUSTER_0024,ACC_001648|ACC_001178|ACC_000378|ACC_001085|ACC_000709,ACC_000709,D
CASE_000634,CLUSTER_0026,ACC_001573|ACC_001365|ACC_001238|ACC_001349|ACC_001293,ACC_001293,B
CASE_000635,CLUSTER_0013,ACC_000064|ACC_000011|ACC_001300,ACC_001300,B
CASE_000636,CLUSTER_0008,ACC_001596|ACC_001647|ACC_001507,ACC_001507,B
CASE_000637,CLUSTER_0013,ACC_001345|ACC_001300|ACC_000011,ACC_000011,A
CASE_000638,CLUSTER_0010,ACC_001646|ACC_001350|ACC_000052,ACC_000052,A
CASE_000639,CLUSTER_0025,ACC_000245|ACC_001288|ACC_000093|ACC_000467,ACC_000467,A
CASE_000640,CLUSTER_0026,ACC_000777|ACC_001629|ACC_001293|ACC_001349|ACC_001629,ACC_001629,B
CASE_000641,CLUSTER_0012,ACC_001442|ACC_000767|ACC_001308|ACC_000767,ACC_000767,A
CASE_000642,CLUSTER_0023,ACC_001536|ACC_001335|ACC_000287|ACC_000366,ACC_000366,E
CASE_000643,CLUSTER_0023,ACC_000873|ACC_000533|ACC_000267|ACC_000287,ACC_000287,B
CASE_000644,CLUSTER_0023,ACC_001692|ACC_000287|ACC_000366|ACC_000287|ACC_001335,ACC_001335,A
CASE_000645,CLUSTER_0008,ACC_001599|ACC_001507|ACC_001647,ACC_001647,E
CASE_000646,CLUSTER_0025,ACC_000555|ACC_001288|ACC_000093|ACC_001288|ACC_001625,ACC_001625,D
CASE_000647,CLUSTER_0017,ACC_001052|ACC_001768|ACC_001296|ACC_000819,ACC_000819,A
CASE_000648,CLUSTER_0025,ACC_000426|ACC_001288|ACC_000093|ACC_000467|ACC_001288,ACC_001288,A
CASE_000649,CLUSTER_0013,ACC_000716|ACC_001300|ACC_000011,ACC_000011,D
CASE_000650,CLUSTER_0025,ACC_000900|ACC_001288|ACC_000093|ACC_000467|ACC_001625,ACC_001625,D
CASE_000651,CLUSTER_0011,ACC_000331|ACC_000961|ACC_000190,ACC_000190,D
CASE_000652,CLUSTER_0010,ACC_000250|ACC_001350|ACC_000052,ACC_000052,D
CASE_000653,CLUSTER_0001,ACC_000845|ACC_000091|ACC_000524|ACC_000068,ACC_000068,A
CASE_000654,CLUSTER_0012,ACC_001566|ACC_000767|ACC_000139|ACC_000767,ACC_000767,A
CASE_000655,CLUSTER_0017,ACC_001303|ACC_001768|ACC_000819,ACC_000819,B
CASE_000656,CLUSTER_0023,ACC_000488|ACC_000267|ACC_000366|ACC_001335,ACC_001335,A
CASE_000657,CLUSTER_0006,ACC_001153|ACC_001065|ACC_001150,ACC_001150,B
CASE_000658,CLUSTER_0011,ACC_000032|ACC_000961|ACC_000190,ACC_000190,B
CASE_000659,CLUSTER_0021,ACC_001770|ACC_000404|ACC_000659,ACC_000659,B
CASE_000660,CLUSTER_0023,ACC_001074|ACC_000287|ACC_000366|ACC_000267,ACC_000267,A
CASE_000661,CLUSTER_0023,ACC_000116|ACC_000287|ACC_000366|ACC_001335|ACC_000366,ACC_000366,D
CASE_000662,CLUSTER_0023,ACC_000594|ACC_000287|ACC_001335,ACC_001335,B
CASE_000663,CLUSTER_0023,ACC_001018|ACC_000366|ACC_001335|ACC_000267|ACC_000287,ACC_000287,E
CASE_000664,CLUSTER_0010,ACC_000303|ACC_000052|ACC_001350,ACC_001350,A
CASE_000665,CLUSTER_0012,ACC_001677|ACC_001308|ACC_000767|ACC_001308,ACC_001308,A
CASE_000666,CLUSTER_0025,ACC_000006|ACC_001288|ACC_000093,ACC_000093,A
CASE_000667,CLUSTER_0023,ACC_001744|ACC_000267|ACC_000533|ACC_000366,ACC_000366,E
CASE_000668,CLUSTER_0026,ACC_001139|ACC_001629|ACC_001293,ACC_001293,A
CASE_000669,CLUSTER_0026,ACC_001672|ACC_001365|ACC_001238|ACC_001349,ACC_001349,A
CASE_000670,CLUSTER_0001,ACC_000433|ACC_000524|ACC_000068|ACC_000524,ACC_000524,A
CASE_000671,CLUSTER_0020,ACC_000848|ACC_000023|ACC_000775|ACC_000480,ACC_000480,B
CASE_000672,CLUSTER_0023,ACC_000774|ACC_000366|ACC_000533|ACC_001335|ACC_000267,ACC_000267,D
CASE_000673,CLUSTER_0021,ACC_001466|ACC_000404|ACC_000659,ACC_000659,A
CASE_000674,CLUSTER_0006,ACC_001229|ACC_001150|ACC_001065,ACC_001065,A
CASE_000675,CLUSTER_0022,ACC_001536|ACC_001709|ACC_001039|ACC_001709|ACC_000491,ACC_000491,A
CASE_000676,CLUSTER_0019,ACC_001274|ACC_000932|ACC_000753|ACC_000932,ACC_000932,A
CASE_000677,CLUSTER_0020,ACC_001063|ACC_000775|ACC_000023,ACC_000023,B
CASE_000678,CLUSTER_0023,ACC_001425|ACC_000366|ACC_000533|ACC_001335|ACC_000267,ACC_000267,D
CASE_000679,CLUSTER_0010,ACC_001517|ACC_001350|ACC_000052,ACC_000052,A
CASE_000680,CLUSTER_0013,ACC_000800|ACC_001300|ACC_000011,ACC_000011,D
CASE_000681,CLUSTER_0005,ACC_001258|ACC_001788|ACC_001592|ACC_001046,ACC_001046,D
CASE_000682,CLUSTER_0020,ACC_000361|ACC_000023|ACC_000480|ACC_000775,ACC_000775,B
CASE_000683,CLUSTER_0008,ACC_001051|ACC_001507|ACC_001647,ACC_001647,B
CASE_000684,CLUSTER_0012,ACC_001706|ACC_001308|ACC_000139,ACC_000139,E
CASE_000685,CLUSTER_0023,ACC_000912|ACC_000267|ACC_000533|ACC_000366|ACC_000267,ACC_000267,E
CASE_000686,CLUSTER_0008,ACC_000054|ACC_001647|ACC_001507,ACC_001507,A
CASE_000687,CLUSTER_0013,ACC_000962|ACC_000011|ACC_001300,ACC_001300,E
CASE_000688,CLUSTER_0023,ACC_001553|ACC_000533|ACC_000267|ACC_000366|ACC_001335,ACC_001335,D
CASE_000689,CLUSTER_0023,ACC_000625|ACC_000533|ACC_000267,ACC_000267,E
CASE_000690,CLUSTER_0023,ACC_000041|ACC_001335|ACC_000287|ACC_000267|ACC_000287,ACC_000287,D
CASE_000691,CLUSTER_0021,ACC_000114|ACC_000404|ACC_000659,ACC_000659,B
CASE_000692,CLUSTER_0023,ACC_000423|ACC_000287|ACC_001335,ACC_001335,A
CASE_000693,CLUSTER_0021,ACC_000235|ACC_000659|ACC_000404,ACC_000404,D
CASE_000694,CLUSTER_0020,ACC_001406|ACC_000480|ACC_000023|ACC_000480,ACC_000480,B
CASE_000695,CLUSTER_0015,ACC_001766|ACC_001267|ACC_001050,ACC_001050,B
CASE_000696,CLUSTER_0008,ACC_001535|ACC_001647|ACC_001507,ACC_001507,D
CASE_000697,CLUSTER_0025,ACC_000303|ACC_000093|ACC_001625|ACC_000093,ACC_000093,D
CASE_000698,CLUSTER_0020,ACC_001641|ACC_000480|ACC_000775,ACC_000775,A
CASE_000699,CLUSTER_0023,ACC_001666|ACC_000287|ACC_000366|ACC_000287|ACC_000533,ACC_000533,D
CASE_000700,CLUSTER_0019,ACC_000840|ACC_000932|ACC_001690|ACC_000753,ACC_000753,D
CASE_000701,CLUSTER_0021,ACC_000370|ACC_000404|ACC_000659,ACC_000659,A
CASE_000702,CLUSTER_0027,ACC_000605|ACC_000694|ACC_001117|ACC_000880|ACC_001117,ACC_001117,B
CASE_000703,CLUSTER_0008,ACC_000424|ACC_001647|ACC_001507,ACC_001507,D
CASE_000704,CLUSTER_0012,ACC_001519|ACC_001308|ACC_000767|ACC_000139,ACC_000139,A
CASE_000705,CLUSTER_0012,ACC_001279|ACC_000767|ACC_001308|ACC_000767,ACC_000767,A
CASE_000706,CLUSTER_0025,ACC_001279|ACC_001625|ACC_000093,ACC_000093,D
CASE_000707,CLUSTER_0008,ACC_001511|ACC_001647|ACC_001507,ACC_001507,A
CASE_000708,CLUSTER_0025,ACC_001261|ACC_001288|ACC_000467|ACC_000093,ACC_000093,D
CASE_000709,CLUSTER_0008,ACC_001364|ACC_001507|ACC_001647,ACC_001647,A
CASE_000710,CLUSTER_0027,ACC_000158|ACC_000694|ACC_000880|ACC_000652|ACC_000880,ACC_000880,D
CASE_000711,CLUSTER_0010,ACC_001706|ACC_000052|ACC_001350,ACC_001350,A
CASE_000712,CLUSTER_0005,ACC_000045|ACC_000782|ACC_001788|ACC_000782|ACC_001046,ACC_001046,B
CASE_000713,CLUSTER_0025,ACC_001793|ACC_001625|ACC_000467,ACC_000467,D
CASE_000714,CLUSTER_0025,ACC_000009|ACC_001288|ACC_000093|ACC_001288,ACC_001288,D
CASE_000715,CLUSTER_0019,ACC_000286|ACC_000753|ACC_001690|ACC_000932,ACC_000932,A
CASE_000716,CLUSTER_0021,ACC_000800|ACC_000404|ACC_000659,ACC_000659,D
CASE_000717,CLUSTER_0010,ACC_000061|ACC_001350|ACC_000052,ACC_000052,A
CASE_000718,CLUSTER_0026,ACC_001398|ACC_001238|ACC_001293,ACC_001293,B
CASE_000719,CLUSTER_0025,ACC_000223|ACC_000467|ACC_001288,ACC_001288,A
CASE_000720,CLUSTER_0025,ACC_000495|ACC_001625|ACC_001288|ACC_001625|ACC_001288,ACC_001288,D
CASE_000721,CLUSTER_0025,ACC_001658|ACC_000093|ACC_001288|ACC_000093,ACC_000093,A
CASE_000722,CLUSTER_0020,ACC_000862|ACC_000023|ACC_000775|ACC_000480,ACC_000480,E
CASE_000723,CLUSTER_0013,ACC_001529|ACC_001300|ACC_000011,ACC_000011,A
CASE_000724,CLUSTER_0027,ACC_001791|ACC_001117|ACC_000652|ACC_001117|ACC_000880,ACC_000880,B
CASE_000725,CLUSTER_0015,ACC_001261|ACC_001050|ACC_001267,ACC_001267,B
CASE_000726,CLUSTER_0026,ACC_000745|ACC_001293|ACC_001238,ACC_001238,B
CASE_000727,CLUSTER_0012,ACC_000791|ACC_000139|ACC_001308|ACC_000767,ACC_000767,B
CASE_000728,CLUSTER_0021,ACC_001561|ACC_000659|ACC_000404,ACC_000404,A
CASE_000729,CLUSTER_0020,ACC_000433|ACC_000775|ACC_000480|ACC_000023,ACC_000023,E
CASE_000730,CLUSTER_0012,ACC_000163|ACC_000139|ACC_001308|ACC_000767,ACC_000767,B
CASE_000731,CLUSTER_0012,ACC_000187|ACC_000767|ACC_001308|ACC_000767,ACC_000767,B
CASE_000732,CLUSTER_0023,ACC_000898|ACC_000533|ACC_000366,ACC_000366,D
CASE_000733,CLUSTER_0013,ACC_000540|ACC_000011|ACC_001300,ACC_001300,D
CASE_000734,CLUSTER_0021,ACC_000984|ACC_000659|ACC_000404,ACC_000404,A
CASE_000735,CLUSTER_0020,ACC_001490|ACC_000775|ACC_000023|ACC_000480,ACC_000480,B
CASE_000736,CLUSTER_0010,ACC_000552|ACC_000052|ACC_001350,ACC_001350,A
CASE_000737,CLUSTER_0012,ACC_001744|ACC_000767|ACC_001308|ACC_000139,ACC_000139,B
CASE_000738,CLUSTER_0013,ACC_000680|ACC_001300|ACC_000011,ACC_000011,D
CASE_000739,CLUSTER_0012,ACC_000303|ACC_000767|ACC_000139|ACC_001308,ACC_001308,A
CASE_000740,CLUSTER_0008,ACC_001553|ACC_001507|ACC_001647,ACC_001647,A
CASE_000741,CLUSTER_0001,ACC_001045|ACC_000068|ACC_000091|ACC_000068,ACC_000068,A
CASE_000742,CLUSTER_0023,ACC_001431|ACC_000533|ACC_000366,ACC_000366,D
CASE_000743,CLUSTER_0012,ACC_000575|ACC_000767|ACC_000139|ACC_000767,ACC_000767,A
CASE_000744,CLUSTER_0025,ACC_000444|ACC_000093|ACC_001625|ACC_000093,ACC_000093,D
CASE_000745,CLUSTER_0005,ACC_000170|ACC_000820|ACC_000309|ACC_001592|ACC_000782,ACC_000782,A
CASE_000746,CLUSTER_0023,ACC_000954|ACC_000366|ACC_000533|ACC_000366|ACC_000267,ACC_000267,A
CASE_000747,CLUSTER_0012,ACC_000552|ACC_000139|ACC_001308,ACC_001308,A
CASE_000748,CLUSTER_0021,ACC_000089|ACC_000659|ACC_000404,ACC_000404,B
CASE_000749,CLUSTER_0023,ACC_001778|ACC_000287|ACC_000533|ACC_001335,ACC_001335,A
CASE_000750,CLUSTER_0011,ACC_001465|ACC_000961|ACC_000190,ACC_000190,B
CASE_000751,CLUSTER_0010,ACC_000852|ACC_001350|ACC_000052,ACC_000052,B
CASE_000752,CLUSTER_0025,ACC_001789|ACC_000093|ACC_001625,ACC_001625,A
CASE_000753,CLUSTER_0011,ACC_001742|ACC_000961|ACC_000190,ACC_000190,A
CASE_000754,CLUSTER_0008,ACC_000014|ACC_001507|ACC_001647,ACC_001647,D
CASE_000755,CLUSTER_0023,ACC_000072|ACC_001335|ACC_000366,ACC_000366,A
CASE_000756,CLUSTER_0011,ACC_001496|ACC_000961|ACC_000190,ACC_000190,D
CASE_000757,CLUSTER_0023,ACC_001391|ACC_000366|ACC_001335|ACC_000267|ACC_001335,ACC_001335,A
CASE_000758,CLUSTER_0019,ACC_001315|ACC_001690|ACC_000932,ACC_000932,D
CASE_000759,CLUSTER_0014,ACC_000477|ACC_001029|ACC_001630|ACC_001393,ACC_001393,B
CASE_000760,CLUSTER_0005,ACC_000675|ACC_001788|ACC_000309|ACC_000782,ACC_000782,A
CASE_000761,CLUSTER_0012,ACC_001584|ACC_000139|ACC_000767|ACC_000139,ACC_000139,A
CASE_000762,CLUSTER_0012,ACC_001596|ACC_000139|ACC_001308,ACC_001308,A
CASE_000763,CLUSTER_0023,ACC_001443|ACC_000366|ACC_000287|ACC_000533,ACC_000533,A
CASE_000764,CLUSTER_0020,ACC_001332|ACC_000023|ACC_000480,ACC_000480,D
CASE_000765,CLUSTER_0025,ACC_000642|ACC_000467|ACC_001625|ACC_000467,ACC_000467,D
CASE_000766,CLUSTER_0008,ACC_000038|ACC_001507|ACC_001647,ACC_001647,B
CASE_000767,CLUSTER_0020,ACC_000365|ACC_000480|ACC_000023|ACC_000480,ACC_000480,A
CASE_000768,CLUSTER_0012,ACC_001164|ACC_000767|ACC_000139,ACC_000139,B
CASE_000769,CLUSTER_0019,ACC_000228|ACC_001690|ACC_000753|ACC_000932,ACC_000932,A
CASE_000770,CLUSTER_0010,ACC_000680|ACC_001350|ACC_000052,ACC_000052,A
CASE_000771,CLUSTER_0013,ACC_001129|ACC_001300|ACC_000011,ACC_000011,D
CASE_000772,CLUSTER_0022,ACC_000021|ACC_001709|ACC_001114|ACC_001606,ACC_001606,D
CASE_000773,CLUSTER_0025,ACC_001543|ACC_000467|ACC_000093|ACC_001288|ACC_000093,ACC_000093,D
CASE_000774,CLUSTER_0020,ACC_001164|ACC_000023|ACC_000775|ACC_000023,ACC_000023,E
CASE_000775,CLUSTER_0013,ACC_001787|ACC_000011|ACC_001300,ACC_001300,E
CASE_000776,CLUSTER_0015,ACC_000271|ACC_001050|ACC_001267,ACC_001267,B
CASE_000777,CLUSTER_0020,ACC_000101|ACC_000775|ACC_000480|ACC_000775,ACC_000775,A
CASE_000778,CLUSTER_0020,ACC_000689|ACC_000775|ACC_000480|ACC_000023,ACC_000023,B
CASE_000779,CLUSTER_0025,ACC_000877|ACC_001288|ACC_000093,ACC_000093,D
CASE_000780,CLUSTER_0026,ACC_001530|ACC_001629|ACC_001365|ACC_001349|ACC_001365,ACC_001365,E
CASE_000781,CLUSTER_0010,ACC_001084|ACC_001350|ACC_000052,ACC_000052,D
CASE_000782,CLUSTER_0025,ACC_001049|ACC_001625|ACC_000093|ACC_001625,ACC_001625,A
CASE_000783,CLUSTER_0020,ACC_001651|ACC_000023|ACC_000775,ACC_000775,B
CASE_000784,CLUSTER_0013,ACC_001181|ACC_000011|ACC_001300,ACC_001300,D
CASE_000785,CLUSTER_0010,ACC_001617|ACC_001350|ACC_000052,ACC_000052,A
CASE_000786,CLUSTER_0021,ACC_001192|ACC_000404|ACC_000659,ACC_000659,D
CASE_000787,CLUSTER_0021,ACC_000649|ACC_000659|ACC_000404,ACC_000404,B
CASE_000788,CLUSTER_0025,ACC_000538|ACC_001288|ACC_000467|ACC_001625,ACC_001625,B
CASE_000789,CLUSTER_0013,ACC_001204|ACC_001300|ACC_000011,ACC_000011,D
CASE_000790,CLUSTER_0020,ACC_000216|ACC_000023|ACC_000480|ACC_000023,ACC_000023,B
CASE_000791,CLUSTER_0021,ACC_000171|ACC_000404|ACC_000659,ACC_000659,A
CASE_000792,CLUSTER_0023,ACC_001201|ACC_000366|ACC_000267|ACC_000287|ACC_001335,ACC_001335,D
CASE_000793,CLUSTER_0025,ACC_000796|ACC_001288|ACC_000093|ACC_001625|ACC_000467,ACC_000467,A
CASE_000794,CLUSTER_0023,ACC_001443|ACC_000533|ACC_000366|ACC_001335|ACC_000267,ACC_000267,A
CASE_000795,CLUSTER_0012,ACC_001443|ACC_000139|ACC_000767|ACC_000139,ACC_000139,A
CASE_000796,CLUSTER_0020,ACC_000253|ACC_000775|ACC_000480,ACC_000480,B
CASE_000797,CLUSTER_0020,ACC_000442|ACC_000775|ACC_000480,ACC_000480,D
CASE_000798,CLUSTER_0027,ACC_000038|ACC_000694|ACC_001117,ACC_001117,D
CASE_000799,CLUSTER_0020,ACC_001455|ACC_000023|ACC_000775|ACC_000023,ACC_000023,B
CASE_000800,CLUSTER_0005,ACC_000289|ACC_000820|ACC_000309,ACC_000309,B
CASE_000801,CLUSTER_0023,ACC_001557|ACC_000366|ACC_000287,ACC_000287,A
CASE_000802,CLUSTER_0015,ACC_000192|ACC_001050|ACC_001267,ACC_001267,B
CASE_000803,CLUSTER_0020,ACC_000178|ACC_000023|ACC_000775|ACC_000023,ACC_000023,A
CASE_000804,CLUSTER_0023,ACC_000173|ACC_000366|ACC_000267|ACC_000533|ACC_000287,ACC_000287,A
CASE_000805,CLUSTER_0026,ACC_000955|ACC_001629|ACC_001365|ACC_001293,ACC_001293,E
CASE_000806,CLUSTER_0024,ACC_001192|ACC_001085|ACC_000378|ACC_001085,ACC_001085,B
CASE_000807,CLUSTER_0012,ACC_000806|ACC_000139|ACC_001308,ACC_001308,A
CASE_000808,CLUSTER_0011,ACC_000789|ACC_000961|ACC_000190,ACC_000190,A
CASE_000809,CLUSTER_0026,ACC_000243|ACC_001349|ACC_001238|ACC_001629,ACC_001629,A
CASE_000810,CLUSTER_0011,ACC_001205|ACC_000961|ACC_000190,ACC_000190,D
CASE_000811,CLUSTER_0010,ACC_000760|ACC_001350|ACC_000052,ACC_000052,B
CASE_000812,CLUSTER_0025,ACC_001192|ACC_001288|ACC_000467,ACC_000467,A
CASE_000813,CLUSTER_0017,ACC_001680|ACC_000819|ACC_001768|ACC_001296,ACC_001296,A
CASE_000814,CLUSTER_0005,ACC_000464|ACC_000782|ACC_000820|ACC_000309,ACC_000309,A
CASE_000815,CLUSTER_0020,ACC_001435|ACC_000480|ACC_000775,ACC_000775,A
CASE_000816,CLUSTER_0015,ACC_000522|ACC_001267|ACC_001050,ACC_001050,D
CASE_000817,CLUSTER_0017,ACC_000822|ACC_000819|ACC_001768,ACC_001768,D
