complaint_id,complaint_timestamp,incident_timestamp,fraud_type,channel,reported_loss_amount,victim_state,victim_district,victim_city,victim_area,victim_pincode,victim_lat,victim_lon,victim_rural_urban,victim_bank,device_type,is_otp_shared,clicked_malicious_link,urgency_score,account_age_months,num_transactions,fraud_description_category
CASE_000584,2024-07-22 07:03:36.433532590,2024-07-22 03:26:15.606993709,UPI Fraud,IMPS,22832.39,Telangana,Hyderabad,Hyderabad,Area-29,77329,17.40949559033546,78.55029630217422,Urban,ICICI Bank,iOS,0,0,0.094,56,2,UPI Fraud
CASE_000585,2024-12-11 09:21:20.237892610,2024-12-11 04:55:04.910185240,Investment Scam,UPI,80275.15,Maharashtra,Mumbai City,Mumbai,Area-28,50975,19.08536323006259,73.00870220934344,Semi-Urban,Canara Bank,iOS,0,0,0.763,67,4,Investment Scam
CASE_000586,2026-05-29 08:57:29.638816814,2026-05-29 05:41:54.542378798,Phishing,Wallet,31807.84,Maharashtra,Pune,Pune,Area-7,68177,18.540227056396414,73.74363041188181,Urban,HDFC Bank,iOS,0,0,0.625,79,4,Phishing
CASE_000587,2025-09-23 15:46:08.388963984,2025-09-23 10:46:11.962864064,UPI Fraud,Wallet,13764.91,Maharashtra,Mumbai City,Mumbai,Area-10,78244,19.0880673806216,72.88535988194064,Urban,Axis Bank,iOS,0,1,0.706,75,8,UPI Fraud
CASE_000588,2026-02-10 08:01:56.591144954,2026-02-10 06:22:22.814937919,Marketplace Fraud (OLX/e-commerce),Wallet,13962.29,Karnataka,Bengaluru Urban,Bengaluru,Area-49,69494,12.978181318865987,77.61189899873781,Rural,Kotak Mahindra Bank,iOS,1,1,0.796,143,1,Marketplace Fraud (OLX/e-commerce)
CASE_000589,2025-05-07 14:30:57.588036830,2025-05-07 11:40:08.509975768,Fake Customer Care,Net Banking,131380.11,Maharashtra,Thane,Thane,Area-59,40808,19.209257916599245,72.9808474004104,Urban,Axis Bank,Android,0,0,0.452,208,4,Fake Customer Care
CASE_000590,2024-08-06 08:53:16.741477793,2024-08-05 18:21:53.720630102,Investment Scam,UPI,24861.84,Telangana,Hyderabad,Hyderabad,Area-36,69895,17.4453433890847,78.4570335580783,Urban,Bank of Baroda,Android,0,1,0.313,9,3,Investment Scam
CASE_000591,2025-10-11 16:13:45.452967723,2025-10-11 10:24:18.670217469,Phishing,IMPS,3446.28,West Bengal,Kolkata,Kolkata,Area-21,66779,22.562499508457883,88.3594191646135,Semi-Urban,Bank of Baroda,Android,1,1,0.598,148,7,Phishing
CASE_000592,2025-04-01 03:43:59.554046682,2025-04-01 00:25:04.421009801,Remote Access Scam,Net Banking,3295.53,Gujarat,Ahmedabad,Ahmedabad,Area-4,78977,22.94806565214406,72.64031849055915,Semi-Urban,ICICI Bank,Desktop,0,0,0.461,182,4,Remote Access Scam
CASE_000593,2024-06-10 03:53:49.108747762,2024-06-10 02:37:25.148253832,Investment Scam,Net Banking,238948.73,Maharashtra,Nashik,Nashik,Area-3,64115,20.071454788120942,73.77903805220893,Semi-Urban,Bank of Baroda,iOS,1,0,0.798,106,5,Investment Scam
CASE_000594,2025-01-10 20:19:35.731654831,2025-01-10 17:22:01.583805177,OTP Fraud,Net Banking,69262.99,Karnataka,Bengaluru Urban,Bengaluru,Area-40,54656,12.861566077411927,77.62080130344387,Semi-Urban,HDFC Bank,Android,0,0,0.497,66,6,OTP Fraud
CASE_000595,2025-08-01 13:42:19.883570262,2025-08-01 08:08:47.574861050,Social Engineering (Romance/Job),Card,7158.73,Karnataka,Bengaluru Urban,Bengaluru,Area-38,44204,12.937019925788938,77.6102920319043,Urban,Bank of Baroda,Android,0,0,0.375,104,4,Social Engineering (Romance/Job)
CASE_000596,2025-11-01 02:05:11.682145587,2025-10-31 21:17:44.572201639,Phishing,UPI,4891.51,Karnataka,Bengaluru Urban,Bengaluru,Area-17,56918,12.91198168395757,77.6325448102737,Urban,HDFC Bank,Android,1,0,0.935,198,8,Phishing
CASE_000597,2024-08-09 14:14:05.867492059,2024-08-09 13:46:46.132847939,Phishing,IMPS,7622.96,Tamil Nadu,Chennai,Chennai,Area-12,53940,13.076654153847864,80.28577052042087,Semi-Urban,Bank of Baroda,Desktop,1,0,0.14,219,5,Phishing
CASE_000598,2026-03-09 01:26:16.093092748,2026-03-09 00:48:20.979121596,Phishing,Card,41856.1,Maharashtra,Pune,Pune,Area-5,74372,18.46566464185275,73.96877917682231,Semi-Urban,SBI,Android,1,1,0.322,164,3,Phishing
CASE_000599,2024-12-11 19:10:11.141981922,2024-12-11 18:30:19.458290733,UPI Fraud,Card,2401.79,Madhya Pradesh,Indore,Indore,Area-41,49844,22.71059608989459,75.83399217606433,Semi-Urban,Kotak Mahindra Bank,iOS,0,0,0.727,117,6,UPI Fraud
CASE_000600,2024-09-04 04:12:02.407602362,2024-09-04 00:07:59.520025384,Investment Scam,UPI,3981.77,Maharashtra,Mumbai City,Mumbai,Area-36,72666,19.089379910178412,72.88141432605181,Urban,Bank of Baroda,Android,0,0,0.768,155,5,Investment Scam
CASE_000601,2024-06-26 18:46:44.422514789,2024-06-26 18:06:17.612784861,UPI Fraud,Wallet,107394.68,Gujarat,Ahmedabad,Ahmedabad,Area-20,82190,23.010988810324463,72.54401330756936,Semi-Urban,SBI,iOS,0,1,0.615,162,5,UPI Fraud
CASE_000602,2026-01-02 15:37:28.335465887,2026-01-02 14:24:07.399391815,UPI Fraud,Net Banking,13955.24,Telangana,Hyderabad,Hyderabad,Area-44,56641,17.417882318726807,78.59554166867679,Urban,SBI,iOS,0,0,0.49,184,7,UPI Fraud
CASE_000603,2024-11-18 17:59:38.154249041,2024-11-18 15:27:15.361408763,Phishing,Net Banking,17946.76,Maharashtra,Pune,Pune,Area-50,43977,18.509721155910047,73.86672892046519,Urban,HDFC Bank,Android,0,0,0.511,35,5,Phishing
CASE_000604,2025-03-16 15:14:19.244235366,2025-03-16 09:02:10.844670489,UPI Fraud,Net Banking,7898.15,West Bengal,Kolkata,Kolkata,Area-31,64376,22.622853360278363,88.43547960760974,Urban,Canara Bank,iOS,1,1,0.616,18,1,UPI Fraud
CASE_000605,2024-07-22 03:56:25.433620036,2024-07-21 23:43:57.440642077,Card Fraud,Net Banking,21476.78,Maharashtra,Mumbai City,Mumbai,Area-16,50101,18.980652827477947,72.84298066812715,Urban,Punjab National Bank,Android,1,0,0.757,83,4,Card Fraud
CASE_000606,2025-09-17 02:59:59.775948486,2025-09-17 00:41:42.648135066,UPI Fraud,IMPS,1871.27,West Bengal,Kolkata,Kolkata,Area-1,65978,22.559468130366334,88.25490603639776,Semi-Urban,ICICI Bank,iOS,0,0,0.906,63,6,UPI Fraud
CASE_000607,2025-12-12 17:36:47.183427894,2025-12-12 12:30:51.921814181,Fake Customer Care,UPI,4709.37,Telangana,Hyderabad,Hyderabad,Area-47,41472,17.36930210955042,78.50800136052086,Urban,ICICI Bank,Android,0,0,0.618,147,6,Fake Customer Care
CASE_000608,2024-11-05 15:45:05.087701034,2024-11-05 05:11:37.115217097,UPI Fraud,Wallet,11110.81,Maharashtra,Mumbai City,Mumbai,Area-35,68487,19.08031017855956,72.88523937699674,Semi-Urban,SBI,iOS,0,0,0.329,125,3,UPI Fraud
CASE_000609,2026-05-11 02:11:43.425226154,2026-05-10 23:12:56.454337195,UPI Fraud,UPI,814.05,Maharashtra,Mumbai City,Mumbai,Area-21,67740,19.084920586130774,72.9411755908622,Urban,HDFC Bank,Android,0,1,0.727,220,4,UPI Fraud
CASE_000610,2024-01-28 22:09:06.758274722,2024-01-28 21:16:13.322730007,UPI Fraud,ATM,7095.6,West Bengal,Kolkata,Kolkata,Area-1,81643,22.583956176772553,88.33693959444125,Urban,Kotak Mahindra Bank,iOS,1,0,0.313,186,4,UPI Fraud
CASE_000611,2024-05-01 03:55:50.377726071,2024-05-01 02:40:04.835941026,Card Fraud,Card,8619.51,Maharashtra,Nashik,Nashik,Area-49,70371,19.987042768925964,73.8897413684262,Urban,Punjab National Bank,Android,1,1,0.271,36,3,Card Fraud
CASE_000612,2025-06-20 10:29:28.763817340,2025-06-20 09:14:22.768938854,Phishing,UPI,7803.68,Rajasthan,Jaipur,Jaipur,Area-55,46189,26.919851434829717,75.73389379215902,Urban,ICICI Bank,iOS,0,0,0.895,203,7,Phishing
CASE_000613,2025-10-01 01:04:59.490709674,2025-09-30 23:33:34.674572781,Investment Scam,Card,18893.5,West Bengal,Kolkata,Kolkata,Area-29,44843,22.542946048776518,88.42128661041741,Semi-Urban,SBI,Android,0,1,0.896,185,2,Investment Scam
CASE_000614,2024-08-16 11:06:33.215447790,2024-08-16 08:55:58.377453838,UPI Fraud,UPI,3309.39,Tamil Nadu,Chennai,Chennai,Area-16,41534,13.088458856814642,80.28529220797279,Urban,ICICI Bank,Android,0,0,0.399,92,5,UPI Fraud
CASE_000615,2025-05-19 21:44:16.817743746,2025-05-19 18:12:37.664756797,Loan App Scam,Wallet,2134.03,Maharashtra,Pune,Pune,Area-37,66704,18.509502115300137,73.77663573574878,Urban,Axis Bank,iOS,0,1,0.726,14,4,Loan App Scam
CASE_000616,2024-10-17 01:56:49.230933803,2024-10-17 01:11:48.859238606,UPI Fraud,IMPS,11605.35,Tamil Nadu,Chennai,Chennai,Area-52,42873,13.05811721210673,80.27575391871069,Urban,SBI,Android,1,0,0.389,190,4,UPI Fraud
CASE_000617,2025-05-19 19:30:33.177005611,2025-05-19 18:36:26.158573613,Investment Scam,Card,24900.09,Gujarat,Surat,Surat,Area-35,58115,21.260188709598037,72.85031250384594,Urban,Punjab National Bank,Android,1,1,0.622,47,1,Investment Scam
CASE_000618,2025-08-23 19:56:59.549153282,2025-08-23 15:32:25.247895420,OTP Fraud,Net Banking,2180.24,Maharashtra,Mumbai City,Mumbai,Area-1,45872,19.085314393959212,72.87516570946752,Urban,Bank of Baroda,iOS,1,1,0.451,53,2,OTP Fraud
CASE_000619,2026-06-05 07:20:44.262380008,2026-06-05 05:28:31.019641936,Phishing,ATM,11662.07,Maharashtra,Nagpur,Nagpur,Area-12,80775,21.224813966746957,79.20140939185241,Rural,Canara Bank,Android,1,0,0.594,113,8,Phishing
CASE_000620,2025-02-19 04:43:57.155495320,2025-02-19 03:21:22.131011374,Phishing,IMPS,7870.41,Maharashtra,Pune,Pune,Area-6,54951,18.46443829003345,73.93437898133213,Urban,ICICI Bank,Desktop,0,0,0.457,20,5,Phishing
CASE_000621,2025-08-13 14:58:32.553584756,2025-08-13 12:35:43.816176474,OTP Fraud,Card,5960.29,Delhi,New Delhi,Delhi,Area-25,51309,28.595499706306704,77.22752705399056,Urban,ICICI Bank,Android,1,0,0.545,96,3,OTP Fraud
CASE_000622,2025-06-10 21:11:40.833845351,2025-06-10 14:15:00.419477008,Phishing,Net Banking,1015.08,West Bengal,Kolkata,Kolkata,Area-27,72389,22.570699517228377,88.36403689107159,Semi-Urban,Kotak Mahindra Bank,Desktop,1,0,0.745,59,6,Phishing
CASE_000623,2024-10-16 11:51:58.862141555,2024-10-16 07:01:12.719848424,UPI Fraud,UPI,20974.11,Karnataka,Bengaluru Urban,Bengaluru,Area-32,62694,12.981582590748712,77.54936414355184,Semi-Urban,ICICI Bank,Desktop,0,0,0.543,13,5,UPI Fraud
CASE_000624,2024-08-18 17:36:31.535023404,2024-08-18 12:59:39.031580247,Investment Scam,IMPS,8923.17,Telangana,Hyderabad,Hyderabad,Area-45,47932,17.405635323568173,78.48752784124518,Urban,Bank of Baroda,Android,0,0,0.925,216,3,Investment Scam
CASE_000625,2026-06-19 07:24:44.322770484,2026-06-18 22:48:19.656815901,UPI Fraud,Card,10610.48,Maharashtra,Nashik,Nashik,Area-7,47992,20.024397975428563,73.77686981916293,Semi-Urban,Bank of Baroda,Android,1,1,0.229,63,3,UPI Fraud
CASE_000626,2024-07-07 14:16:18.980260046,2024-07-07 10:37:12.130470952,Fake Customer Care,NEFT,4881.59,Maharashtra,Thane,Thane,Area-56,51474,19.146594971190936,72.87893584575606,Rural,Canara Bank,iOS,1,1,0.569,131,4,Fake Customer Care
CASE_000627,2025-12-21 07:42:42.242259139,2025-12-20 22:34:42.381520011,Remote Access Scam,Card,11616.57,Maharashtra,Pune,Pune,Area-16,50584,18.598026609810468,73.83046851010612,Urban,ICICI Bank,iOS,0,0,0.886,196,4,Remote Access Scam
CASE_000628,2024-05-13 22:36:24.791251010,2024-05-13 12:59:12.182200508,Impersonation (Digital Arrest/Officer),Card,98433.96,Rajasthan,Jaipur,Jaipur,Area-31,40253,26.92219773234657,75.7629198277824,Urban,Punjab National Bank,Android,1,0,0.649,116,3,Impersonation (Digital Arrest/Officer)
CASE_000629,2026-01-02 19:06:40.811365741,2026-01-02 18:20:10.151931792,UPI Fraud,Net Banking,17761.35,Telangana,Hyderabad,Hyderabad,Area-13,62723,17.452623620112533,78.45217226456373,Semi-Urban,HDFC Bank,Android,1,0,0.323,71,4,UPI Fraud
CASE_000630,2024-06-18 05:20:00.002008533,2024-06-18 04:46:00.039084522,Remote Access Scam,IMPS,61748.85,Delhi,New Delhi,Delhi,Area-21,81852,28.586064641582702,77.1856568639515,Semi-Urban,Kotak Mahindra Bank,Android,1,1,0.53,178,5,Remote Access Scam
CASE_000631,2026-05-31 03:05:20.829029685,2026-05-31 01:54:46.313170105,Remote Access Scam,Net Banking,25622.1,West Bengal,Kolkata,Kolkata,Area-50,79817,22.49024221558793,88.47550193678617,Rural,SBI,iOS,0,1,0.716,166,3,Remote Access Scam
CASE_000632,2025-09-17 04:55:01.281738983,2025-09-16 22:26:02.844042890,UPI Fraud,NEFT,15302.29,Maharashtra,Mumbai City,Mumbai,Area-3,73410,19.07185505733203,72.87934422306701,Urban,Bank of Baroda,iOS,0,0,0.384,3,5,UPI Fraud
CASE_000633,2024-03-23 04:45:51.824303732,2024-03-23 02:20:43.007021962,Fake Customer Care,UPI,1674.16,Maharashtra,Pune,Pune,Area-29,78965,18.46634457800774,73.76927809074242,Rural,HDFC Bank,Android,1,0,0.426,196,5,Fake Customer Care
CASE_000634,2025-09-23 13:48:34.371208923,2025-09-23 11:37:28.343466528,Impersonation (Digital Arrest/Officer),IMPS,19542.4,Maharashtra,Pune,Pune,Area-35,62208,18.42675753229681,73.90551848263351,Urban,Axis Bank,Android,0,0,0.457,29,4,Impersonation (Digital Arrest/Officer)
CASE_000635,2025-07-04 02:45:34.308879476,2025-07-03 21:33:51.686841056,OTP Fraud,Wallet,7727.96,Madhya Pradesh,Indore,Indore,Area-34,41544,22.71855717127793,75.84792562739284,Semi-Urban,SBI,iOS,0,0,0.659,177,1,OTP Fraud
CASE_000636,2024-11-03 13:54:08.574108919,2024-11-03 12:06:40.095780149,Phishing,IMPS,41828.85,Tamil Nadu,Chennai,Chennai,Area-23,67598,13.10216419234456,80.28370941730142,Semi-Urban,Bank of Baroda,Desktop,1,1,0.305,24,4,Phishing
CASE_000637,2024-08-25 16:02:39.577544381,2024-08-25 12:43:54.677830111,UPI Fraud,Net Banking,5671.15,Telangana,Hyderabad,Hyderabad,Area-23,78582,17.410015255908164,78.43900982045983,Urban,Axis Bank,Android,0,1,0.57,16,2,UPI Fraud
CASE_000638,2025-10-16 23:23:37.487782930,2025-10-16 18:59:08.635709755,Remote Access Scam,IMPS,23840.29,Maharashtra,Mumbai City,Mumbai,Area-54,68781,19.109304644329782,72.99672793623695,Urban,Bank of Baroda,Android,0,0,0.515,30,4,Remote Access Scam
CASE_000639,2025-11-06 10:24:13.006350369,2025-11-06 09:07:30.209433116,OTP Fraud,UPI,12687.0,Maharashtra,Thane,Navi Mumbai,Area-15,78648,19.101113388406556,73.00322004629135,Urban,ICICI Bank,Android,1,0,0.39,178,4,OTP Fraud
CASE_000640,2024-10-25 03:03:00.066116702,2024-10-25 02:01:43.253393735,Phishing,UPI,38900.13,Telangana,Hyderabad,Hyderabad,Area-29,63169,17.434523816236318,78.56362648045793,Semi-Urban,SBI,iOS,0,0,0.666,109,1,Phishing
CASE_000641,2026-03-09 08:47:47.358461972,2026-03-09 05:49:46.385021672,UPI Fraud,NEFT,8543.12,Delhi,New Delhi,Delhi,Area-22,67261,28.686737741185137,77.29643077678632,Urban,Punjab National Bank,Android,1,0,0.931,144,2,UPI Fraud
CASE_000642,2024-09-02 00:54:00.102905339,2024-09-01 21:38:17.929600701,OTP Fraud,NEFT,24601.57,Uttar Pradesh,Lucknow,Lucknow,Area-46,55578,26.889119905154896,80.83013303259239,Semi-Urban,Bank of Baroda,Android,0,0,0.499,68,2,OTP Fraud
CASE_000643,2024-03-04 20:25:57.723826735,2024-03-04 15:30:56.914247765,UPI Fraud,UPI,1517.24,West Bengal,Kolkata,Kolkata,Area-48,43724,22.599528410144476,88.30059140582479,Urban,Bank of Baroda,iOS,0,0,0.385,29,5,UPI Fraud
CASE_000644,2025-06-30 12:39:32.937823142,2025-06-30 11:30:38.013516642,Phishing,Wallet,1844.36,Delhi,New Delhi,Delhi,Area-51,52562,28.609048042280598,77.13087377618038,Urban,ICICI Bank,Android,0,0,0.694,188,7,Phishing
CASE_000645,2024-04-07 14:33:22.252621655,2024-04-07 12:59:27.615805639,Remote Access Scam,Net Banking,1445.35,West Bengal,Kolkata,Kolkata,Area-6,55419,22.666659413851583,88.33810768095367,Urban,Bank of Baroda,Android,0,1,0.386,200,7,Remote Access Scam
CASE_000646,2024-09-09 10:32:23.973055858,2024-09-09 00:58:59.164040763,UPI Fraud,Wallet,23495.95,Madhya Pradesh,Indore,Indore,Area-6,56145,22.715020107775757,75.89595957997462,Rural,Punjab National Bank,Android,0,1,0.508,201,2,UPI Fraud
CASE_000647,2025-04-07 06:51:25.653193929,2025-04-07 01:07:23.871399768,UPI Fraud,IMPS,20765.2,Delhi,New Delhi,Delhi,Area-23,48806,28.66738600072187,77.0924249613829,Urban,HDFC Bank,Android,1,0,0.57,16,4,UPI Fraud
CASE_000648,2024-09-17 23:34:06.032829074,2024-09-17 20:58:00.419591837,UPI Fraud,Wallet,26542.71,Telangana,Hyderabad,Hyderabad,Area-27,45546,17.38331989342581,78.48905895877229,Urban,SBI,Android,1,0,0.439,222,6,UPI Fraud
CASE_000649,2024-07-15 03:03:21.668035552,2024-07-14 20:40:48.110418662,Fake Customer Care,NEFT,5637.66,Uttar Pradesh,Lucknow,Lucknow,Area-4,46584,26.8209714204448,80.93929635601678,Urban,ICICI Bank,Android,0,1,0.763,130,2,Fake Customer Care
CASE_000650,2025-10-02 15:35:55.038168983,2025-10-02 14:26:45.281390026,Phishing,ATM,5857.09,Maharashtra,Pune,Pune,Area-53,67521,18.41852036485837,73.89492529481697,Rural,SBI,Android,0,1,0.347,47,5,Phishing
CASE_000651,2025-05-13 09:57:47.904324619,2025-05-13 07:35:36.961511247,Remote Access Scam,Card,15593.89,Rajasthan,Jaipur,Jaipur,Area-53,73338,26.958349781491247,75.78919495084031,Semi-Urban,Bank of Baroda,Android,1,1,0.641,48,3,Remote Access Scam
CASE_000652,2026-02-04 03:46:51.021348057,2026-02-04 00:32:23.754278883,Loan App Scam,UPI,77503.07,Maharashtra,Mumbai City,Mumbai,Area-26,63348,19.057928226103176,72.86803819074021,Urban,SBI,Desktop,0,0,0.587,121,3,Loan App Scam
CASE_000653,2025-06-13 14:22:49.449987832,2025-06-13 12:13:20.991170503,Remote Access Scam,Net Banking,114805.84,Telangana,Hyderabad,Hyderabad,Area-46,61157,17.384604525909626,78.46025806460739,Urban,SBI,Desktop,0,0,0.044,145,6,Remote Access Scam
CASE_000654,2025-03-16 12:18:37.288486258,2025-03-16 10:05:23.417598806,Impersonation (Digital Arrest/Officer),IMPS,66357.28,West Bengal,Kolkata,Kolkata,Area-34,51736,22.605341546104086,88.43300872677437,Urban,HDFC Bank,Android,0,0,0.469,12,5,Impersonation (Digital Arrest/Officer)
CASE_000655,2024-08-26 04:51:09.400259161,2024-08-26 00:06:31.937825784,Impersonation (Digital Arrest/Officer),UPI,39884.42,Telangana,Hyderabad,Hyderabad,Area-39,73344,17.488966876471487,78.43681279135481,Urban,ICICI Bank,iOS,0,1,0.653,119,2,Impersonation (Digital Arrest/Officer)
CASE_000656,2025-12-22 19:31:04.224543739,2025-12-22 13:43:41.854786053,Phishing,Wallet,47298.37,Karnataka,Bengaluru Urban,Bengaluru,Area-52,51368,12.962226237198008,77.59273999471924,Semi-Urban,SBI,Android,0,1,0.875,58,2,Phishing
CASE_000657,2024-06-28 10:21:42.989254038,2024-06-28 08:23:15.832504770,Impersonation (Digital Arrest/Officer),UPI,20914.39,Telangana,Hyderabad,Hyderabad,Area-6,52993,17.386794769679817,78.49058493573966,Urban,Bank of Baroda,iOS,0,0,0.881,220,4,Impersonation (Digital Arrest/Officer)
CASE_000658,2024-08-08 16:54:07.509414360,2024-08-08 16:04:55.119061835,Marketplace Fraud (OLX/e-commerce),Wallet,4506.56,Maharashtra,Thane,Thane,Area-14,67446,19.180068722132017,72.92525704101105,Urban,HDFC Bank,Desktop,1,1,0.362,148,3,Marketplace Fraud (OLX/e-commerce)
CASE_000659,2026-02-05 17:08:49.064897360,2026-02-05 16:29:35.085872836,Card Fraud,Net Banking,11163.89,Maharashtra,Pune,Pune,Area-26,59559,18.566512213178875,73.98399923036924,Semi-Urban,Kotak Mahindra Bank,iOS,0,1,0.393,89,2,Card Fraud
CASE_000660,2025-11-06 05:45:45.457816847,2025-11-06 05:26:00.177156501,Investment Scam,NEFT,11803.8,Maharashtra,Pune,Pune,Area-53,63447,18.55513956419509,73.87215497157531,Urban,Punjab National Bank,iOS,0,0,0.539,101,7,Investment Scam
CASE_000661,2025-07-12 16:22:34.775039649,2025-07-12 07:51:57.466973655,Phishing,Wallet,8980.4,Telangana,Hyderabad,Hyderabad,Area-35,81360,17.33375835000736,78.3619419577978,Urban,SBI,Android,0,0,0.584,201,9,Phishing
CASE_000662,2024-02-05 15:42:58.786275029,2024-02-05 10:57:30.546423509,Fake Customer Care,Net Banking,3474.38,Delhi,New Delhi,Delhi,Area-24,58105,28.70599366681404,77.29656024711312,Urban,Axis Bank,Android,0,0,0.81,166,4,Fake Customer Care
CASE_000663,2024-04-26 02:24:03.133072828,2024-04-25 22:21:38.038238136,UPI Fraud,IMPS,30561.88,Maharashtra,Pune,Pune,Area-2,61868,18.550452245362827,73.88167474152675,Urban,HDFC Bank,Android,1,0,0.605,93,4,UPI Fraud
CASE_000664,2025-03-31 12:50:06.409885529,2025-03-31 11:04:11.674350835,OTP Fraud,UPI,17998.72,Rajasthan,Jaipur,Jaipur,Area-35,82525,26.905428958008898,75.66374036514827,Urban,Canara Bank,Android,1,1,0.454,201,5,OTP Fraud
CASE_000665,2025-11-10 23:42:38.703533346,2025-11-10 21:57:15.202907741,Phishing,NEFT,52461.18,Delhi,New Delhi,Delhi,Area-16,45747,28.701065354138734,77.24488998862365,Urban,Punjab National Bank,iOS,1,0,0.397,149,4,Phishing
CASE_000666,2025-02-27 01:01:21.510780409,2025-02-26 19:06:04.660884090,Card Fraud,NEFT,2143.41,Delhi,New Delhi,Delhi,Area-20,67961,28.63926811149411,77.13570297750165,Urban,Kotak Mahindra Bank,Android,0,1,0.719,15,4,Card Fraud
CASE_000667,2024-01-16 18:39:51.632159732,2024-01-16 18:05:40.868897343,OTP Fraud,UPI,80166.95,Delhi,New Delhi,Delhi,Area-59,61102,28.630240282297986,77.14661574556554,Urban,ICICI Bank,Android,0,1,0.932,151,2,OTP Fraud
CASE_000668,2024-06-16 22:55:30.083927528,2024-06-16 20:52:45.303065002,Investment Scam,UPI,6142.83,Maharashtra,Thane,Navi Mumbai,Area-32,78706,19.102499974201915,73.12017063018959,Semi-Urban,HDFC Bank,iOS,0,1,0.663,225,5,Investment Scam
CASE_000669,2025-06-20 15:18:44.959323415,2025-06-20 08:47:42.433787212,UPI Fraud,Net Banking,2648.8,West Bengal,Kolkata,Kolkata,Area-9,74206,22.466141030266215,88.3505256465798,Urban,HDFC Bank,iOS,0,1,0.591,207,5,UPI Fraud
CASE_000670,2025-09-24 12:24:16.424453952,2025-09-24 10:21:42.454865672,OTP Fraud,UPI,4999.52,Delhi,New Delhi,Delhi,Area-3,59511,28.697909380528035,77.27547456286405,Urban,Axis Bank,iOS,1,0,0.714,11,6,OTP Fraud
CASE_000671,2024-01-31 15:27:45.791458522,2024-01-31 10:52:35.864879079,Phishing,NEFT,45880.84,Maharashtra,Mumbai City,Mumbai,Area-23,51861,18.985255637641572,72.77208372998851,Urban,Kotak Mahindra Bank,Android,0,0,0.739,211,2,Phishing
CASE_000672,2024-02-09 14:05:22.809849853,2024-02-09 11:24:19.647577365,Phishing,UPI,13952.88,Gujarat,Surat,Surat,Area-4,48164,21.2298745264833,72.85780969532534,Urban,Axis Bank,iOS,0,1,0.74,235,4,Phishing
CASE_000673,2024-08-26 01:23:07.963526346,2024-08-26 01:17:03.711616512,Investment Scam,Wallet,26490.75,Gujarat,Ahmedabad,Ahmedabad,Area-26,50989,23.12497603895492,72.53090277048841,Urban,Canara Bank,Android,0,0,0.316,39,6,Investment Scam
CASE_000674,2024-03-17 04:16:36.982195127,2024-03-17 01:40:51.844554680,Investment Scam,ATM,14485.06,Tamil Nadu,Chennai,Chennai,Area-25,44622,13.113291688449607,80.38616160635902,Urban,ICICI Bank,iOS,0,1,0.371,153,5,Investment Scam
CASE_000675,2025-05-08 20:07:30.710370678,2025-05-08 17:06:44.714432612,Remote Access Scam,Wallet,3921.61,Rajasthan,Jaipur,Jaipur,Area-52,47455,26.900697430974144,75.7580405673714,Semi-Urban,HDFC Bank,Android,0,0,0.453,181,3,Remote Access Scam
CASE_000676,2024-04-22 19:03:34.009486009,2024-04-22 16:37:12.480603103,UPI Fraud,Card,34402.69,Uttar Pradesh,Lucknow,Lucknow,Area-20,63117,26.85063567495281,80.95079744264494,Urban,Axis Bank,Android,1,0,0.312,11,4,UPI Fraud
CASE_000677,2025-08-13 13:38:30.196916314,2025-08-13 12:40:03.137824923,Investment Scam,UPI,83388.54,Maharashtra,Nagpur,Nagpur,Area-17,50627,21.159536559927638,79.14496494388011,Semi-Urban,SBI,Desktop,1,0,0.618,198,4,Investment Scam
CASE_000678,2025-12-09 03:42:55.940690618,2025-12-09 01:15:15.772827893,Fake Customer Care,NEFT,52576.1,Telangana,Hyderabad,Hyderabad,Area-37,40544,17.27467970468998,78.52349995461836,Urban,Bank of Baroda,Android,0,1,0.863,95,1,Fake Customer Care
CASE_000679,2026-06-03 03:44:02.223398430,2026-06-03 03:22:34.810593814,UPI Fraud,IMPS,15313.65,Telangana,Hyderabad,Hyderabad,Area-38,65293,17.349980473605875,78.4685521390565,Urban,SBI,Android,0,0,0.244,72,6,UPI Fraud
CASE_000680,2026-05-14 01:59:41.759057379,2026-05-13 23:58:11.313289151,Investment Scam,ATM,1894.01,Maharashtra,Pune,Pune,Area-3,46540,18.61499355387443,73.85598745447892,Urban,Bank of Baroda,Android,0,0,0.749,62,5,Investment Scam
CASE_000681,2024-09-06 05:42:22.659291246,2024-09-06 00:51:20.321078841,Remote Access Scam,Net Banking,4531.22,Maharashtra,Pune,Pune,Area-5,70111,18.521379845770092,73.85686983906227,Urban,Axis Bank,Feature Phone,0,0,0.504,121,1,Remote Access Scam
CASE_000682,2024-01-28 03:12:29.349268360,2024-01-27 19:00:41.586310982,Fake Customer Care,UPI,19804.81,Maharashtra,Mumbai City,Mumbai,Area-10,54998,19.124022126872685,72.87780038301021,Semi-Urban,ICICI Bank,Desktop,1,1,0.624,191,2,Fake Customer Care
CASE_000683,2024-10-27 09:33:48.572597725,2024-10-27 02:16:07.295043699,Impersonation (Digital Arrest/Officer),ATM,18452.05,Tamil Nadu,Chennai,Chennai,Area-46,54398,13.03365415715257,80.33966956295758,Semi-Urban,Punjab National Bank,Android,0,0,0.617,197,2,Impersonation (Digital Arrest/Officer)
