complaint_id,reported_loss_amount,amount_deviation_z,transaction_count_deviation,velocity_1h,velocity_24h,unusual_time_of_day,new_beneficiary_anomaly,sudden_degree_change,is_otp_shared,clicked_malicious_link,urgency_score
CASE_001036,16454.78,0.0291,0,1,3,0,0,0,1,0,0.501
CASE_001037,3176.57,-0.1137,-1,0,2,0,0,0,1,1,0.464
CASE_001038,5761.46,-0.0859,0,0,3,1,0,0,0,1,0.125
CASE_001039,7693.87,-0.0651,-1,0,2,1,0,0,1,0,0.318
CASE_001040,67173.88,0.5743,-1,0,2,0,0,0,1,1,0.104
CASE_001041,4040.27,-0.1044,0,3,3,0,0,0,1,1,0.32
CASE_001043,11026.91,-0.0293,-1,2,2,1,0,0,1,1,0.722
CASE_001044,7089.24,-0.0716,-1,0,2,1,0,0,0,0,0.737
CASE_001045,22577.1,0.0949,-1,1,2,0,1,0,0,0,0.639
CASE_001046,4934.36,-0.0948,-3,0,0,0,0,0,0,1,0.637
CASE_001047,8411.16,-0.0574,1,0,4,1,0,0,1,0,0.778
CASE_001048,26672.85,0.1389,-1,0,2,0,0,0,0,0,0.193
CASE_001049,253861.93,2.5811,0,3,3,0,0,0,1,0,0.192
CASE_001051,13625.31,-0.0014,1,0,4,0,0,0,1,0,0.233
CASE_001052,9372.49,-0.0471,1,0,4,1,0,0,1,0,0.617
CASE_001054,40719.5,0.2899,3,0,6,0,0,0,0,0,0.554
CASE_001056,30502.48,0.1801,2,1,5,0,0,0,0,0,0.422
CASE_001058,9420.64,-0.0466,-1,1,2,0,0,0,0,1,0.904
CASE_001060,37096.5,0.2509,-2,1,1,0,0,0,1,0,0.844
CASE_001061,1233.32,-0.1346,-1,0,2,1,0,0,0,1,0.968
CASE_001064,13571.06,-0.0019,-1,1,2,1,0,0,1,1,0.361
CASE_001065,86089.71,0.7776,-1,2,2,0,0,0,0,0,0.533
CASE_001067,63297.84,0.5326,-1,2,2,1,0,0,1,0,0.669
CASE_001068,14087.72,0.0036,-2,1,1,0,0,0,0,0,0.108
CASE_001069,119410.43,1.1358,1,0,4,1,0,0,0,0,0.571
CASE_001071,7964.63,-0.0622,2,2,5,1,0,1,0,0,0.366
CASE_001072,4118.26,-0.1036,-2,1,1,1,0,1,1,1,0.869
CASE_001073,22720.03,0.0964,-1,0,2,1,0,0,0,1,0.728
CASE_001075,12611.81,-0.0123,-1,0,2,0,0,1,0,0,0.703
CASE_001076,26350.15,0.1354,0,3,3,0,0,1,1,0,0.501
CASE_001080,14740.54,0.0106,-1,2,2,0,0,0,1,0,0.296
CASE_001082,1742.52,-0.1291,-1,0,2,0,0,0,1,1,0.608
CASE_001083,3968.49,-0.1052,-3,0,0,0,1,1,1,0,0.406
CASE_001084,4774.48,-0.0965,1,2,4,0,0,0,1,0,0.606
CASE_001089,127835.93,1.2264,1,0,4,0,1,0,1,0,0.619
CASE_001090,11773.72,-0.0213,-1,2,2,0,0,0,1,1,0.613
CASE_001092,15289.65,0.0165,-1,0,2,0,0,0,0,0,0.712
CASE_001096,14791.71,0.0112,-1,0,2,0,1,1,1,0,0.858
CASE_001097,9137.19,-0.0496,1,1,4,0,0,0,0,0,0.502
CASE_001098,6973.06,-0.0729,-3,0,0,1,0,1,0,0,0.395
CASE_001099,4905.42,-0.0951,-2,1,1,1,0,0,1,0,0.46
CASE_001101,11319.66,-0.0261,-2,1,1,1,0,0,1,1,0.53
CASE_001102,645.79,-0.1409,1,4,4,1,0,1,0,0,0.269
CASE_001104,8961.39,-0.0515,-1,0,2,0,0,1,0,0,0.833
CASE_001105,2440.86,-0.1216,0,0,3,0,0,0,1,0,0.614
CASE_001107,9263.92,-0.0482,-3,0,0,1,0,0,0,0,0.167
CASE_001108,21341.03,0.0816,-1,2,2,1,0,0,1,0,0.634
CASE_001109,5675.25,-0.0868,-2,1,1,0,0,1,0,1,0.07
CASE_001110,9047.8,-0.0506,-1,0,2,1,0,0,0,0,0.725
CASE_001111,29210.5,0.1662,2,2,5,1,0,1,1,1,0.213
CASE_001114,91712.37,0.838,-1,0,2,0,0,1,1,0,0.534
CASE_001115,65386.44,0.5551,0,0,3,0,0,0,0,1,0.794
CASE_001116,15616.44,0.02,-1,0,2,0,0,0,0,0,0.734
CASE_001120,26190.76,0.1337,-1,0,2,0,0,0,0,1,0.544
CASE_001125,13459.99,-0.0031,1,0,4,1,0,0,0,0,0.137
CASE_001126,5811.89,-0.0854,-1,0,2,0,0,0,1,0,0.232
CASE_001127,10801.98,-0.0317,0,1,3,1,0,0,1,1,0.339
CASE_001128,40337.67,0.2858,0,0,3,0,0,0,1,0,0.546
CASE_001129,12104.77,-0.0177,2,0,5,1,0,0,1,1,0.312
CASE_001130,4027.0,-0.1045,0,3,3,0,0,0,1,0,0.486
CASE_001131,93089.21,0.8528,0,0,3,0,0,0,0,0,0.758
CASE_001134,9289.87,-0.048,-2,1,1,0,0,0,0,0,0.289
CASE_001136,59564.24,0.4925,-1,0,2,1,0,1,1,1,0.255
CASE_001138,4117.4,-0.1036,0,0,3,0,0,1,1,0,0.571
CASE_001141,16826.47,0.033,0,0,3,0,0,0,0,0,0.219
CASE_001143,11052.05,-0.029,1,2,4,1,0,0,0,0,0.224
CASE_001144,19859.79,0.0657,2,0,5,0,0,0,1,1,0.709
CASE_001145,4173.21,-0.103,-3,0,0,0,0,0,0,0,0.517
CASE_001146,11645.76,-0.0226,2,0,5,0,0,0,0,1,0.673
CASE_001147,8542.1,-0.056,-1,2,2,0,0,1,0,0,0.599
CASE_001148,41068.43,0.2936,2,0,5,0,0,1,1,0,0.757
CASE_001149,6565.69,-0.0773,-1,0,2,0,0,0,0,0,0.427
CASE_001151,10927.04,-0.0304,0,2,3,0,0,1,0,1,0.661
CASE_001152,3681.6,-0.1083,-1,0,2,0,0,1,0,1,0.75
CASE_001153,35427.75,0.233,-1,0,2,0,0,1,0,1,0.453
CASE_001154,23884.8,0.1089,0,0,3,0,0,0,1,1,0.612
CASE_001155,10512.19,-0.0348,0,0,3,0,0,0,0,1,0.838
CASE_001157,42842.63,0.3127,-1,2,2,0,0,0,1,0,0.689
CASE_001158,1132.82,-0.1357,-1,0,2,0,0,0,1,1,0.85
CASE_001159,20183.45,0.0691,-1,0,2,0,0,0,0,0,0.53
CASE_001160,12685.46,-0.0115,0,1,3,0,1,0,0,0,0.72
CASE_001161,16678.39,0.0315,1,1,4,0,0,0,1,1,0.326
CASE_001163,4148.9,-0.1032,-3,0,0,0,0,1,0,0,0.058
CASE_001164,49459.36,0.3838,2,3,5,0,0,0,1,1,0.575
CASE_001165,12206.98,-0.0166,-1,2,2,0,0,0,0,0,0.473
CASE_001167,6757.53,-0.0752,-1,1,2,1,0,1,0,1,0.658
CASE_001169,19619.25,0.0631,1,0,4,0,0,0,0,1,0.467
CASE_001170,5819.65,-0.0853,-1,1,2,0,0,1,0,1,0.759
CASE_001171,8063.81,-0.0611,2,1,5,0,0,1,0,1,0.382
CASE_001173,52409.4,0.4156,-3,0,0,0,0,0,0,0,0.717
CASE_001176,15970.25,0.0238,-2,1,1,1,0,0,0,0,0.854
CASE_001178,4815.55,-0.0961,0,2,3,1,0,1,1,0,0.78
CASE_001180,7857.55,-0.0634,3,1,6,0,0,0,0,1,0.405
CASE_001182,34997.55,0.2284,-1,2,2,1,0,0,1,1,0.745
CASE_001183,22453.3,0.0935,-1,0,2,0,0,0,0,0,0.658
CASE_001184,2034.49,-0.126,-1,2,2,0,0,1,0,0,0.377
CASE_001186,34770.36,0.2259,0,2,3,0,0,0,0,0,0.794
CASE_001190,400283.27,4.1551,-1,0,2,0,0,0,0,0,0.798
CASE_001191,34307.53,0.221,2,0,5,0,1,0,0,1,0.853
CASE_001196,11082.89,-0.0287,1,0,4,1,0,0,1,1,0.107
CASE_001197,5878.69,-0.0846,-3,0,0,0,0,0,1,0,0.416
CASE_001199,3719.93,-0.1078,-1,0,2,0,0,0,1,1,0.443
CASE_001200,78059.5,0.6913,2,0,5,1,0,0,1,1,0.69
