atm_id,atm_name,bank_name,state,district,city,area,pincode,latitude,longitude,location_type
ATM_000329,Kotak Mahindra Bank Bank Branch ATM 329,Kotak Mahindra Bank,Telangana,Hyderabad,Hyderabad,Area-40,45615,17.35675588217431,78.44448379343599,Bank Branch ATM
ATM_000330,Bank of Baroda Mall ATM 330,Bank of Baroda,Maharashtra,Nashik,Nashik,Area-44,58547,20.053223544411868,73.78683249358077,Mall ATM
ATM_000331,IndusInd Bank Residential Complex ATM 331,IndusInd Bank,West Bengal,Kolkata,Kolkata,Area-42,75621,22.606391122932326,88.3637670790471,Residential Complex ATM
ATM_000332,Kotak Mahindra Bank Bank Branch ATM 332,Kotak Mahindra Bank,Maharashtra,Thane,Navi Mumbai,Area-5,46438,19.02752019354111,73.02909837280127,Bank Branch ATM
ATM_000333,IndusInd Bank Petrol Station ATM 333,IndusInd Bank,Tamil Nadu,Chennai,Chennai,Area-42,53843,13.092670157524704,80.27767499995733,Petrol Station ATM
ATM_000334,ICICI Bank Railway Station ATM 334,ICICI Bank,Rajasthan,Jaipur,Jaipur,Area-44,53224,26.9066317936065,75.74113436075218,Railway Station ATM
ATM_000335,Bank of Baroda University ATM 335,Bank of Baroda,Maharashtra,Thane,Thane,Area-11,71485,19.224773403021103,72.97708756153456,University ATM
ATM_000336,HDFC Bank Petrol Station ATM 336,HDFC Bank,Telangana,Hyderabad,Hyderabad,Area-51,44720,17.35358213323187,78.55861569653,Petrol Station ATM
ATM_000337,Kotak Mahindra Bank University ATM 337,Kotak Mahindra Bank,Maharashtra,Mumbai City,Mumbai,Area-31,49880,19.054280878217295,72.88341484047682,University ATM
ATM_000338,ICICI Bank Railway Station ATM 338,ICICI Bank,Tamil Nadu,Chennai,Chennai,Area-28,75432,13.053623755779812,80.28596260821823,Railway Station ATM
ATM_000339,Bank of Baroda Market ATM 339,Bank of Baroda,Maharashtra,Mumbai City,Mumbai,Area-43,63610,19.116403784783518,72.89201347295692,Market ATM
ATM_000340,Punjab National Bank Petrol Station ATM 340,Punjab National Bank,Uttar Pradesh,Lucknow,Lucknow,Area-31,68162,26.825566074193386,80.90162280571303,Petrol Station ATM
ATM_000341,ICICI Bank Railway Station ATM 341,ICICI Bank,Maharashtra,Thane,Thane,Area-33,53253,19.21819144879545,72.97825144248796,Railway Station ATM
ATM_000342,HDFC Bank Railway Station ATM 342,HDFC Bank,Gujarat,Surat,Surat,Area-19,69162,21.173025683536803,72.81846573650408,Railway Station ATM
ATM_000343,Kotak Mahindra Bank Bank Branch ATM 343,Kotak Mahindra Bank,Gujarat,Ahmedabad,Ahmedabad,Area-55,62754,23.068518809346262,72.48325002482707,Bank Branch ATM
ATM_000344,IndusInd Bank Residential Complex ATM 344,IndusInd Bank,Telangana,Hyderabad,Hyderabad,Area-58,80358,17.385057689163343,78.48657407288304,Residential Complex ATM
ATM_000345,ICICI Bank Standalone Kiosk 345,ICICI Bank,West Bengal,Kolkata,Kolkata,Area-8,40750,22.525023267884155,88.39364754967747,Standalone Kiosk
ATM_000346,Punjab National Bank Standalone Kiosk 346,Punjab National Bank,West Bengal,Kolkata,Kolkata,Area-44,40159,22.549604170475213,88.41551566084136,Standalone Kiosk
ATM_000347,ICICI Bank Petrol Station ATM 347,ICICI Bank,Gujarat,Surat,Surat,Area-2,82875,21.169933193662782,72.79248473236532,Petrol Station ATM
ATM_000348,IDFC First Bank Market ATM 348,IDFC First Bank,Maharashtra,Pune,Pune,Area-22,70851,18.535196051079847,73.81006454658142,Market ATM
ATM_000349,Punjab National Bank Market ATM 349,Punjab National Bank,Telangana,Hyderabad,Hyderabad,Area-58,43179,17.300740133893683,78.4915549267342,Market ATM
ATM_000350,IndusInd Bank Mall ATM 350,IndusInd Bank,Maharashtra,Mumbai City,Mumbai,Area-11,52121,19.14716239397614,72.81778688658537,Mall ATM
ATM_000351,ICICI Bank Standalone Kiosk 351,ICICI Bank,Telangana,Hyderabad,Hyderabad,Area-23,78150,17.40240283904891,78.50987960505167,Standalone Kiosk
ATM_000352,SBI Railway Station ATM 352,SBI,Maharashtra,Thane,Navi Mumbai,Area-13,63867,19.058274564831336,73.00429701439202,Railway Station ATM
ATM_000353,Kotak Mahindra Bank University ATM 353,Kotak Mahindra Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-43,71310,12.993179480108086,77.60987326046228,University ATM
ATM_000354,Canara Bank Hospital ATM 354,Canara Bank,Telangana,Hyderabad,Hyderabad,Area-28,60592,17.414555516598405,78.53137541700366,Hospital ATM
ATM_000355,IndusInd Bank Mall ATM 355,IndusInd Bank,Delhi,New Delhi,Delhi,Area-35,73483,28.541697633686937,77.19124389403521,Mall ATM
ATM_000356,Yes Bank Market ATM 356,Yes Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-56,52815,12.994088595745303,77.60502311695032,Market ATM
ATM_000357,Yes Bank Bank Branch ATM 357,Yes Bank,West Bengal,Kolkata,Kolkata,Area-31,78539,22.606405074960566,88.37651323932268,Bank Branch ATM
ATM_000358,Canara Bank Residential Complex ATM 358,Canara Bank,West Bengal,Kolkata,Kolkata,Area-44,41550,22.673181586555607,88.36425503087035,Residential Complex ATM
ATM_000359,Punjab National Bank Airport ATM 359,Punjab National Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-6,78989,12.966764028192289,77.59669894328123,Airport ATM
ATM_000360,Bank of Baroda Residential Complex ATM 360,Bank of Baroda,Telangana,Hyderabad,Hyderabad,Area-13,57234,17.392676167679383,78.43512610299828,Residential Complex ATM
ATM_000361,HDFC Bank Bus Terminal ATM 361,HDFC Bank,Uttar Pradesh,Lucknow,Lucknow,Area-56,64846,26.921789590959662,80.9649223891589,Bus Terminal ATM
ATM_000362,Bank of Baroda Bank Branch ATM 362,Bank of Baroda,Maharashtra,Mumbai City,Mumbai,Area-51,80146,19.066627111472375,72.86363441085587,Bank Branch ATM
ATM_000363,Punjab National Bank Railway Station ATM 363,Punjab National Bank,Maharashtra,Mumbai City,Mumbai,Area-39,52529,19.078271266035365,72.8728429328227,Railway Station ATM
ATM_000364,SBI Bank Branch ATM 364,SBI,Maharashtra,Mumbai City,Mumbai,Area-23,44896,19.083361829636065,72.89145701439439,Bank Branch ATM
ATM_000365,ICICI Bank Bank Branch ATM 365,ICICI Bank,Tamil Nadu,Chennai,Chennai,Area-12,44698,13.142658167648497,80.3520057432738,Bank Branch ATM
ATM_000366,Kotak Mahindra Bank Bank Branch ATM 366,Kotak Mahindra Bank,Delhi,New Delhi,Delhi,Area-51,79716,28.61454197180099,77.2081250301855,Bank Branch ATM
ATM_000367,Punjab National Bank Residential Complex ATM 367,Punjab National Bank,West Bengal,Kolkata,Kolkata,Area-47,72336,22.581628463262547,88.3441383678443,Residential Complex ATM
ATM_000368,IndusInd Bank Bank Branch ATM 368,IndusInd Bank,Tamil Nadu,Chennai,Chennai,Area-15,75476,13.079418730512336,80.26985889826781,Bank Branch ATM
ATM_000369,Bank of Baroda Bank Branch ATM 369,Bank of Baroda,Maharashtra,Nagpur,Nagpur,Area-35,42429,21.15083782779605,79.07656973867611,Bank Branch ATM
ATM_000370,IndusInd Bank Hospital ATM 370,IndusInd Bank,Rajasthan,Jaipur,Jaipur,Area-37,55568,26.96837587549417,75.82867978776605,Hospital ATM
ATM_000371,Canara Bank Market ATM 371,Canara Bank,West Bengal,Kolkata,Kolkata,Area-29,51515,22.55201095056009,88.38131207783552,Market ATM
ATM_000372,SBI Petrol Station ATM 372,SBI,Maharashtra,Pune,Pune,Area-55,58393,18.515686608978136,73.79199321472161,Petrol Station ATM
ATM_000373,ICICI Bank Standalone Kiosk 373,ICICI Bank,Delhi,New Delhi,Delhi,Area-8,69374,28.610913615498532,77.28160210525232,Standalone Kiosk
ATM_000374,Union Bank of India University ATM 374,Union Bank of India,Maharashtra,Nashik,Nashik,Area-16,72325,19.998843712913928,73.69208766809405,University ATM
ATM_000375,Kotak Mahindra Bank Standalone Kiosk 375,Kotak Mahindra Bank,Maharashtra,Thane,Thane,Area-6,77428,19.21778759363977,72.97808574954735,Standalone Kiosk
ATM_000376,Axis Bank Market ATM 376,Axis Bank,Maharashtra,Thane,Thane,Area-41,41234,19.218454183176572,72.88039923272343,Market ATM
ATM_000377,Kotak Mahindra Bank Standalone Kiosk 377,Kotak Mahindra Bank,Uttar Pradesh,Lucknow,Lucknow,Area-38,74884,26.781409663198932,80.96271185047749,Standalone Kiosk
ATM_000378,Yes Bank Mall ATM 378,Yes Bank,Delhi,New Delhi,Delhi,Area-59,49641,28.602026069778045,77.22378910447576,Mall ATM
ATM_000379,Punjab National Bank Mall ATM 379,Punjab National Bank,Delhi,New Delhi,Delhi,Area-32,64220,28.62997567133125,77.30240810649397,Mall ATM
ATM_000380,SBI Market ATM 380,SBI,West Bengal,Kolkata,Kolkata,Area-9,59723,22.59651120195155,88.46065298871946,Market ATM
ATM_000381,Axis Bank Bank Branch ATM 381,Axis Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-27,81862,12.971857476882128,77.56639347194628,Bank Branch ATM
ATM_000382,IndusInd Bank Petrol Station ATM 382,IndusInd Bank,Uttar Pradesh,Lucknow,Lucknow,Area-6,44313,26.919571587666734,81.02185200548482,Petrol Station ATM
ATM_000383,IDFC First Bank Railway Station ATM 383,IDFC First Bank,West Bengal,Kolkata,Kolkata,Area-40,58235,22.614733544326302,88.39126645372609,Railway Station ATM
ATM_000384,Yes Bank Bank Branch ATM 384,Yes Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-40,64107,13.000743516487171,77.65449161142344,Bank Branch ATM
ATM_000385,Yes Bank Railway Station ATM 385,Yes Bank,Delhi,New Delhi,Delhi,Area-51,44142,28.662020038768976,77.3171614946639,Railway Station ATM
ATM_000386,HDFC Bank Hospital ATM 386,HDFC Bank,Madhya Pradesh,Indore,Indore,Area-21,52785,22.7369288913546,75.81971944977604,Hospital ATM
ATM_000387,Axis Bank Bus Terminal ATM 387,Axis Bank,Tamil Nadu,Chennai,Chennai,Area-19,47987,13.01206799664274,80.32443136103434,Bus Terminal ATM
ATM_000388,SBI Standalone Kiosk 388,SBI,Gujarat,Surat,Surat,Area-5,51140,21.204558776203847,72.8288721561159,Standalone Kiosk
ATM_000389,SBI University ATM 389,SBI,Maharashtra,Mumbai City,Mumbai,Area-25,54772,19.132232363015927,72.94710985739454,University ATM
ATM_000390,Yes Bank Bank Branch ATM 390,Yes Bank,Gujarat,Ahmedabad,Ahmedabad,Area-29,44164,22.985504681327402,72.51340374808777,Bank Branch ATM
ATM_000391,IndusInd Bank Petrol Station ATM 391,IndusInd Bank,Telangana,Hyderabad,Hyderabad,Area-45,76632,17.362813379838723,78.49445966374988,Petrol Station ATM
ATM_000392,HDFC Bank Bus Terminal ATM 392,HDFC Bank,Maharashtra,Mumbai City,Mumbai,Area-45,54779,19.04099485355675,72.90721447952957,Bus Terminal ATM
ATM_000393,Union Bank of India Railway Station ATM 393,Union Bank of India,Telangana,Hyderabad,Hyderabad,Area-9,76422,17.40929417327396,78.46126983216824,Railway Station ATM
ATM_000394,Kotak Mahindra Bank Standalone Kiosk 394,Kotak Mahindra Bank,Tamil Nadu,Chennai,Chennai,Area-17,64109,13.091045074425018,80.26937589869779,Standalone Kiosk
ATM_000395,SBI Residential Complex ATM 395,SBI,Maharashtra,Mumbai City,Mumbai,Area-31,53635,19.078249801923082,72.8752545479219,Residential Complex ATM
ATM_000396,Yes Bank Bus Terminal ATM 396,Yes Bank,Delhi,New Delhi,Delhi,Area-20,48991,28.627184032432975,77.2488949583097,Bus Terminal ATM
ATM_000397,Yes Bank Market ATM 397,Yes Bank,Gujarat,Ahmedabad,Ahmedabad,Area-2,81331,23.022875444545114,72.573598296441,Market ATM
ATM_000398,Kotak Mahindra Bank Bus Terminal ATM 398,Kotak Mahindra Bank,Maharashtra,Nashik,Nashik,Area-50,57270,19.98754407764876,73.77398182769393,Bus Terminal ATM
ATM_000399,Union Bank of India Market ATM 399,Union Bank of India,Delhi,New Delhi,Delhi,Area-44,61211,28.59484071879401,77.29562609817984,Market ATM
ATM_000400,Punjab National Bank Standalone Kiosk 400,Punjab National Bank,Delhi,New Delhi,Delhi,Area-31,56599,28.60656436145671,77.12220082563526,Standalone Kiosk
